gene_id,sample6,sample7,sample15,sample16,sample19,sample20
g50148,5,2,0,0,0,0
g50149,0,0,0,2,2,3
g5015,187.861,309.3,199,160.972,121.928,222.989
g50150,2,0,0,0,0,3
g50151,0,0,1,0,0,0
g50152,755.729,1026.931,1212.397,1095.039,1097.556,1583.391
g50153,8.09,11.227,12.899,15.838,5.106,5.476
g50154,0,1.048,0,1.31,0,0
g50155,14.025,13.214,0,0,0,0
g50156,4.568,4.443,0.691,1.256,3.929,6.363
g50157,3.07,4.634,6.139,4.947,1.816,1.358
g50158,17.999,27.897,46.312,27.3,17.453,17.27
g50159,25.323,18.035,19.438,13.865,19.408,28.585
g5016,146,174.159,188.018,155.728,100,191.934
g50160,3.694,3.152,2.357,0,0,5.204
g50161,11.695,12.459,7.076,6.026,9.477,12.403
g50162,0,0,0,0,0,0
g50163,2.034,2.048,1.008,0,0,0
g50164,10.147,13.433,5.313,5.251,7.449,10.944
g50165,6.093,2.545,0,0.989,1.205,4.337
g50166,4.001,8.309,4.001,0,3.3,4.997
g50167,1.15,0,1.458,0,0,0
g50168,4.151,1.195,0,0,0,0
g50169,0,0,2.507,3.789,0,0
g5017,71.789,52,62,39.882,49.155,55
g50170,2,3,5,1,2,0
g50171,1,1,1,0,1,3
g50172,1,0,0,2.633,2,0
g50173,1,0,1,1,1,1
g50175,1,0,0,0,0,2
g50176,2,2.172,0,1,0,0
g50177,0,1,2,1,0,0
g50178,0,1,2,0,0,1
g50179,0,0,0,0,1,1
g5018,18,24.156,19,3.996,6,10.517
g50180,0,0,0,2,1,1
g50181,0,1,1,2,0,0
g50182,0,2,1,0,0,1
g50183,1,4,1,2,0,0
g50184,2,3,0,0,0,0
g50185,0,0,0,0,1,0
g50186,0,0,0,0,1,0
g50187,0,4,0,0,1,1
g50188,2,1,0,3,0,1
g50189,2,1,0,0,0,1
g5019,203,275.999,201.377,171,134.891,164.193
g50190,0,4.864,2,0,0,1
g50191,0,0.985,0,0,1,0
g50192,2,1,0,0,2,0
g50193,1,1,0,0,0,2
g50194,1,3.95,1,0.99,2.004,2
g50195,2,0,0,0,1,1
g50196,0,1,2,3,3,1
g50197,2,3,0,1,1,0
g50198,2,0,2,1,2,0
g50199,0,1,2,0,0,1
g502,2271.184,3582.966,2650.014,1635.846,1744.129,2746.414
g5020,518.81,684.157,562.171,483.704,384.718,580.85
g50200,3,2,0,1,0,2
g50201,2,0,0,1,0,0
g50202,1,1,1,1,0,1
g50203,1,3,0,0,3,1
g50204,1,0,1,0,0,1.113
g50205,0.868,0,0,0,0,0
g50206,1,1,0,1,0,1
g50207,0,0,1,1,0,0
g50208,0,0,1,1,0,0
g50209,0,0,2,3,1,0
g5021,433.204,553.18,637.828,519.852,338.593,523.012
g50210,0,0,0,3,1,1
g50211,0,0,0.946,1,0,1
g50212,1,4,0,0,0,1
g50213,1,1,2,2,1,1
g50214,1,0,0,0,0,0
g50215,0,0,0,0,0,0
g50216,0,0,0,0,0,0
g50217,1,0,0,0,1.059,0
g50218,0,0,1,0,0,1
g50219,0,0,0,1,0,1
g5022,1646.778,1637,1924.306,1386,1219,1767.777
g50220,1,1,1,0,0,1
g50221,0,1.126,0,1,0,0
g50222,1,0,0,1,2,0
g50223,1,0,2,0,0,0
g50224,0,1,1.914,3,1,0
g50225,0,1,2,1,1,0
g50226,0,0,1,0,1,1
g50227,0,1,0,1,1,2
g50228,0,0,0,0,0,2
g50229,1,1,0,0,0,1
g5023,20,31.031,19,14.008,12,20
g50230,0,0,0,0,0,3
g50231,0,2,1,0,0,2
g50232,0,3,2,0,0,0
g50233,3,1,0,0,2,1
g50234,0,0,3,1,0,1.02
g50235,0,1.001,1,2.076,0,3
g50236,1,2,0,0,0,0
g50237,0,0,0,1,0,0
g50238,0,1,1,0,0.716,1
g50239,1,1,0,1,0,0
g5024,5076.12,6422.975,5162.392,3960.734,3837.246,6419.547
g50240,0,0,1,0,0,0
g50241,3,0,0,1,0,1
g50242,0,0,0,3.908,0,0
g50243,0,0,0,0,0,1
g50244,1,0,0,0,0,0
g50245,0,0,2,0,0,0
g50246,0.98,0,0,0,0,0
g50247,2,0,2,0,0,1
g50248,0,1,0,2,3,2
g50249,0,1,0,1,0,0
g5025,3,1,0,0,0,0
g50250,0,1,0,1,0,0
g50251,1,1,1,0,0,1
g50252,2,1,0,0,0,1
g50253,0,0,1,0,0,0
g50254,0,0,0,0,0,0
g50255,0,0,1.9,1,0,1
g50256,2,1,0,0,0,1.986
g50257,0,1,1,2,1,1
g50258,0,0,1,0,1,0
g50259,0,2,2,0,0,0
g5026,9,22,12,49,5,14
g50260,0,0,1,0,0,0
g50261,0,0,1,0,1,0
g50262,0,0,0,0,0,0
g50263,1,0,1,0,0,0
g50264,0,0,1,1,0,1
g50265,1,0,0,0,1,0
g50266,1,0,1,0,0,0
g50267,0,1,0,1,1,1
g50268,0,1,0,0,0,1
g50269,1,2,1,0,1,0
g5027,1918.537,2761.346,2151.508,1336.94,1788.865,2483.451
g50270,0,1,1,2,0,0
g50271,2,0,0,0,1,0
g50272,1.001,1,1,0,0,0
g50273,1,1,0,1,0,0
g50274,0,0,0,2,0,1
g50275,0,0,1,2,1,0
g50276,0,0,1,2,0,2
g50277,0,0,1,0,0,2
g50278,1,0,0,1,0,0
g50279,1,0,1,0,0,0
g5028,850.126,1163.223,1059.763,749.196,738.461,1091.179
g50280,1,0,0,1,1,0
g50281,1,0,0,0,0,0
g50282,1,0,0,0,0,0
g50283,7.928,10.803,21.029,2.623,5.214,5.662
g50284,4.063,2.003,1.001,1.09,1.996,4.017
g50285,1.005,1.01,0,1.01,0,1.021
g50286,0,2.257,1.677,5.555,0,9.809
g50287,3.106,5.219,3.154,0,3.782,7.688
g50289,6.115,10.722,10.968,6.051,7.362,12.533
g5029,428.661,368.203,346.356,235,234.787,325.536
g50290,31.939,10.001,17.825,9,4,0
g50291,0,0,2.458,1.621,4.126,0
g50293,4,9.4,6,6,9,10
g50294,0,0,0,5.889,2.555,1.779
g50295,7,8.31,4.028,1,2,3
g50296,0,0,0,0,0,0
g50297,0,0,9,5,6.63,8.972
g50298,2,3.956,3.453,1,1.004,0
g50299,0,0,1.886,2,0,0
g503,1861.29,2288.155,1760.001,1485.037,1089.107,1521.664
g5030,43.191,30.399,53.481,43.092,32.417,23.025
g50300,3,2,1,3,3,3
g50301,3,0,0,3,2,0
g50302,3,1,1,3,0,2
g50303,1,0,2,3,0,3
g50304,5,1,0,2,0,1
g50305,0,0,4,0,2,0
g50306,0,0,1,0,0,3
g50307,0,2,1,0,0,1
g50308,1.052,2.288,0,1,1,0
g50309,2,0,0,0,1.274,0
g5031,60,61,46.655,24,35.717,35.226
g50310,1,0,1,1,1,2
g50311,1.987,1.198,0,0,0.982,0
g50312,0,0,2,2,0,1
g50313,2,2,0,1,1,0
g50314,3,2,2,1,0,1
g50315,1.018,1,2,2.002,0,0
g50316,2,1,3,0,2,1
g50317,0,0,0,0,0,0
g50318,3,1,0,1,1,0
g50319,5,0,1,2,0,2
g5032,2098.086,3035.931,2091.986,1476,1437,2232.975
g50320,0,2,2,2,0,3
g50321,0,0,1,1,0,0
g50322,1.004,2,0,2,0,0
g50323,0,4,0,1,2,3
g50324,2,0,0,0,0,0
g50325,2,0,0,1,0,1
g50326,1,2,1,1,0.996,0
g50327,0,0,3,0,1,0
g50328,0,1,1,0,0,3
g50329,2,0,0,2,0,0
g5033,850.063,992.994,813.987,592.273,556.005,676.024
g50330,1,1,0,2,0,1
g50331,0,0,0,0,0,0
g50332,0.987,1,1,0,0.972,0
g50333,0,0,4,1,0,0
g50334,0,2,0,1,0,1
g50335,0,0,0,0,1,0
g50336,0,0,0,0,0,0
g50337,3.008,1,0,2,0,0
g50338,0,0,1,0,2,0
g50339,1,1,0,1,0,1
g5034,990.369,1055.216,1475.458,1218.736,796.582,1214.101
g50340,0,4.696,0,0,1,0
g50341,5,0,0,0,0,1
g50342,0,2,2,0,0,0
g50343,0,1,0,1,0,1
g50344,0,1,1,1.999,0,0.993
g50345,1,1.147,1,1,0,0
g50346,0,0,1,1,0,0
g50347,0,1,0,0,0,0
g50348,0,0,4,1,0,2
g50349,0,0,1,0,0,1
g5035,1457.625,1506.988,1479.569,1007.005,1058.55,1309.903
g50350,1,1.852,1,1,1,2
g50351,0,1,0,0,2,1
g50352,1,1,4,0,0,1
g50353,1,0,0,0,0,1
g50354,0,0,0,5,0,0
g50355,0,0,1,3,0,0
g50356,1,0,0,0,1,0
g50357,0,1,0,0,2,1
g50358,1,0,0,0,0,0
g50359,1,1,2.001,0,0,0
g5036,448.962,521.457,367,287.767,322.147,570.093
g50360,0,1,2,1,1,0
g50361,1,1,0,1,2,0
g50362,1,1,3,0,1,0
g50363,1,2,2,0,0,1
g50364,0,0,0,0,1,3
g50365,1.004,0,1,1,2,1
g50366,1,0,0,2,1,0
g50367,0,2,2,1,0,0
g50368,0,0,1,1,0,0
g50369,0,1,0,0,2,1
g5037,141.579,168,117.916,126.73,84,141.633
g50370,1,2,1,1,0,1
g50371,0,0,0,0,0,0
g50372,3,3,0,0,0,0
g50373,0,3,0,1,0,0
g50374,0,2,0,0,0,1
g50375,0,0,0,0,0,0
g50376,1,0,0,1,0,2
g50377,0,1,0,1,0,0
g50378,0,0,2,0,0,1
g50379,0,0,0,0,1,0
g5038,601.437,656,585.545,471,435,595
g50380,0,0,0,1,1,2
g50381,0,0,0,3,1,0
g50382,0,0,0,0,1,0
g50383,0,1,0,1,0,0
g50384,3,0,0,0,0,0
g50385,5.033,5.003,1.014,0,2,1.002
g50386,4.165,3.008,12.512,10.84,13.417,6.752
g50387,1.197,0,0,3.606,0,0
g50388,3.489,7.65,10.577,8.059,1.575,5.276
g50389,3.94,4.851,0,0,0,0
g5039,2392.45,3378.126,3006.559,2333.267,2070.185,2913.78
g50390,1.799,3.595,1.897,1.017,1.78,3.12
g50391,1.681,1.582,2,1.985,0,0
g50392,0,0,5.005,4,2.03,0
g50393,3.679,3.596,5.947,3.612,0,3
g50394,4.988,4,0,0,0,0
g50395,0,4,4,2,0,7
g50396,0,2,1,1,1,2
g50397,0,0,0,0,0,0
g50398,1.146,3,0,0,1,0
g50399,0,2.924,0,0,1,1
g504,4017.66,5035.441,4252.324,3131.081,3069.7,4196.442
g5040,1022.859,1539.917,1043.958,983.43,778.127,1379.059
g50400,0,1.979,0,0,0,0
g50401,4.012,0,0,0,0,0
g50402,0,0,2,2,0,0
g50403,0,0,0,0,0,2
g50404,0,0,0,1,1,3
g50405,2,6,1,1,1,1
g50406,0,0,2,4,0,7
g50407,0,0,0,0,21,1
g50408,1,0,2,1,0,0
g50409,0,0,0,2,1,1.001
g5041,2057.448,1638.527,1714.135,1105.342,1163.247,1644.762
g50410,0,2,0,2,1,0
g50411,0,0,0,1,0,4
g50412,1.006,2,1,0,1.001,1
g50413,2,0,1,2,0,0
g50414,0,2,0,1,0,3
g50415,0,0,2,1,3,3
g50416,2,1,1,1,1,0
g50417,0,1,1,0,0,0
g50419,0,0,2,1,0,1
g5042,757.373,1060.233,650.88,553.809,596.036,836.206
g50420,0,3,0,0,0,0
g50421,0,0,1,6.847,1,3
g50422,0,1,1,1.011,1,0
g50423,0,3,0,0,0,2
g50424,0,1.001,0,2,0,0
g50425,0,2,0,1,0,0
g50426,1,0,1,0,1,1
g50427,2,1,2,0,1,1
g50428,2,1,2,0,1,0
g50429,0,0,0,0,0,1
g5043,201,229,255,145,162,185
g50430,0,1,0,0,1,0
g50431,0,2,2,2,0,2
g50432,0,0,0,2,2,1
g50433,0,0,0,3,0,0
g50434,1,0,1,1,0,0
g50435,0,0,4,5,2,2
g50436,1,1,0,1,0,1
g50437,1,0,2,0,0,0
g50438,2,1,1,0,0,0
g50439,0,1,1,0,0,0
g5044,36.797,85.854,46.561,42.561,47.617,50.964
g50440,1,0,0,1,0,0
g50441,1,0,0,3,1,1.557
g50442,0,0.922,2,0,0,0
g50443,1,0,2,0,0,0
g50444,0,0,0,1,0,1
g50445,1,0,0,1,0,0
g50446,0,0,0,0,0,0
g50447,0,0,0,1,0,1
g50448,1,0,0,0,0,0.99
g50449,1,1,1,0,0,0
g5045,619.002,484.981,474.957,372.062,343.393,566.406
g50450,2,1,2,0,0,2
g50451,0,0,0,0,0,0
g50452,0,0,1,0,0,0
g50453,0,0,3,0,0,1
g50454,1,0,0,2,0,1
g50455,0,0,1,0,0.997,0
g50456,3,0,0,1,0,2
g50457,0,0,1.364,1,0,0
g50458,0,17,0,0,0,0
g50459,0,1,0,0,0,0
g5046,216.665,335.149,197.776,172.702,144.045,238.984
g50460,1,0,0,1,0,0
g50461,0,0,0,1,1,0
g50462,0,0,0,0.98,0,0
g50463,0,0,0,0,0,1
g50464,0,0,1,1,2,0
g50465,0,0,0,0,0,0
g50466,1,0,3,0,0,0
g50467,1,0,1.998,0,0,0
g50468,0,0,1,0,0,1
g50469,2,2,2,0,0,0
g5047,24.924,47.996,40.078,36.883,34.189,40.862
g50470,0,0,0,2,0,4
g50471,1,0,1,0,1,0
g50472,0,1,1,0,0,1
g50473,0,0,0,0,2,3
g50474,2,0,1,0,2,0
g50475,0,0,0,0,0,0
g50476,0,1,0,0,0,0
g50477,0,0,0,0,0,0
g50478,2,1,0,2,0,0
g50479,0,1,1,0,1,0
g5048,1416.832,2012.209,1576.194,1134.242,932.897,1536.313
g50480,112.501,147.315,163.73,46.286,138.86,139.074
g50481,1.015,1,2.933,2,0,1.01
g50482,20.916,17.19,14.991,10.61,17.501,17.44
g50483,9.433,9.695,9.443,0.989,13.878,11.157
g50484,0,16.722,8.952,4.755,7.122,3.18
g50485,1.556,0,0,2.809,0,0
g50486,1.662,2.91,0,0,0,0
g50487,2.471,9.457,9.492,4.035,0,6.15
g50488,2.463,4.343,4.998,1.004,3.555,3.082
g50489,0,0,5.564,3.126,3.084,0
g5049,1358.143,1233.245,1241.345,881.614,809.092,1170.214
g50490,5.442,6.01,5.544,1,2.919,3.227
g50491,6,6,5,4.036,0,2
g50492,1.001,0,0,2,0,1
g50493,2,0,0,0,0,0
g50494,1.326,0,0,0,0,2.645
g50495,1,0,1.272,0,0,0
g50496,5,2,5.008,4,0,3.964
g50497,0,0,5,3.089,0,2.113
g50498,0,0,0,0,0,1
g50499,2.001,3.383,0,1.997,0.926,1.997
g505,1222.485,1733.934,1513.359,1168.397,1029.012,1466.262
g5050,126.917,252.424,123.281,221.332,77.469,178.647
g50500,0,1.002,0,1,0,0
g50501,0,0,3,3,1,1
g50502,0,2,3,1.046,0,4
g50503,1,2,2.861,0,0,0
g50504,0,0,3,7.998,1,2
g50505,0,1,0,2,1,0
g50506,0,2.982,0,0,0,0
g50507,23,0,0,0,0,2
g50508,2,0,2,0,3,0
g50509,3,2,5,1,1,1
g5051,1385.431,1259.105,1092.913,857.625,725.818,1022.366
g50510,0,2.333,0,1,2.054,1
g50511,0,1,2,1,0,0
g50512,0,2,3,2,0,0
g50513,0,0,0,0,0,2
g50514,3,0,2,2,0,3
g50515,1,2,2,1,1,0
g50516,0,0,0,0,0,0
g50517,2,1,2,0,0,1
g50518,0,0,0,1,0,0
g50519,0,1,0,0,0,1
g5052,99.633,93.897,65.677,47.493,63.858,87.473
g50520,1,0,2,0,1,1
g50521,0,0,0,0,1,2.881
g50522,2,0,2,0,0,2
g50523,0,2.726,2,0.851,1,1
g50524,0,0,0,0,1,3.438
g50525,0,0,2,0,1,1
g50526,1,0,0,1,0,3
g50527,0,0,0,1,0,0
g50528,0,0,0,1,0,0
g50529,1,1.002,0,0,0,2
g5053,402.197,584.713,525.564,396.729,343.709,499.462
g50530,0,0,2,0,1.007,2
g50531,0,2.001,0,0,0,0
g50532,2,2,1.919,0,0,1
g50533,0.697,0,0,2,0,2
g50534,2,0,3,0,0,0
g50535,1,0,0,0,1,1
g50536,1,0,1,0,0,1
g50537,1,1,0,0,0,0
g50538,1,0,0,1,2,3
g50539,0,0,0,0,0,0
g5054,545.564,536.483,628.305,465.407,390.235,512.386
g50540,0,1,1.091,1,0,0
g50541,1,0,0,0,0,0
g50542,0,1,0,1,0,1
g50543,0,2,0,1.01,1,0
g50544,0,0,0,0,0,1
g50545,0,1,1,1,0,0.999
g50546,0,0,0,0,0.957,2
g50547,1,0,1,0,1,2
g50548,0,1,1,1,0,1
g50549,0,0,1,0,0,0.945
g5055,39.527,93.597,34.709,17.289,78.617,71.596
g50550,0,0,3,3,1,1
g50551,0,1,1.001,1,0,0
g50552,0,2,0,0,0,0
g50553,0,1,0,0,1,0
g50554,0,0,3,1,0,0
g50555,0,0,0,0,1,0
g50556,1,0,0,0,1,0
g50557,0,2,2.98,0,0,0
g50558,1,1,2,0,1,0
g50559,0,1.938,0,0,0,1
g5056,253.323,313.066,274.961,188.432,198.787,320.587
g50560,2,1,2,0,0,0
g50561,0,1,1,0,1,0
g50562,1,0,0,0,0,0
g50563,0,1,1,0,2,0
g50564,1,0,1,0,0,0
g50565,0,0,0,3,0,0
g50566,10,5,0,0,0,0
g50567,1,1,0,1,0,3
g50568,0,0,0,0,1,0
g50569,1,0,0,1,0,1
g5057,383,381,346,232,213,288
g50570,0,0,0,1,0,3
g50571,1,0,0,1,2,0
g50572,0,1,0,0,0,0
g50573,0,0,0,1.035,0,2
g50574,2,0,1,0,0,0
g50575,1,1,0,0,3,0
g50576,0,0,1,0,0,1
g50577,1,0,0,0,0,0
g50578,0,2,0,2,0,1
g50579,0,1,3,1,0,0
g5058,1447.007,1602.885,1326.771,1011.037,1029.8,1381.231
g50580,0,1,0,3,1,2
g50581,1,1,1,0,1,0
g50582,2,1,0,0,1,1
g50583,0,0,0,0,0,11
g50584,1,1,0,1,1,1
g50585,1,0,0,1,0,0
g50586,1,0,0,0,0,0
g50587,1,0,0,0,0,0
g50588,0,0,1,0,2,0
g50589,1,1,0,1,0,0
g5059,177.645,147.354,150,93.302,94.51,130.612
g50590,0,0,3.175,1,0,0
g50591,1,0,0,0,1,0
g50592,0,0,0,1,1,0
g50593,0,0,1,0,0,0
g50594,0,3,0,0,0,0
g50595,1,0,0,0,0,0
g50596,0,1,1,0,0,0
g50597,0,0,0,0,1,1
g50598,0,0,0,1,0,2
g50599,0,2,0,1,0,1
g506,931.848,1219.001,924.768,848.001,697,949.001
g5060,1227.27,1349.492,883.871,636.864,654.531,862.612
g50600,0,0,0,0,0,1
g50601,1,1,1,1,1,0
g50603,165.735,311.063,308.357,267.47,170.021,192.48
g50604,117.302,89.602,126.756,87.357,80.921,118.175
g50605,8.555,29.031,17.198,13.611,20.47,25.091
g50606,2.911,6.283,2.999,3.031,2.437,3.588
g50607,0,0,7.701,21.855,24.523,23.164
g50608,4,5.038,0,2,1,3.01
g50609,1.741,5.544,1.332,2.978,6.848,5.934
g5061,200.124,266.887,201.044,161.263,137.427,235.198
g50611,1,7.895,3,0,1,10.237
g50612,9,4,2,7,3.366,4
g50613,0,0,0,0,0,1.491
g50614,3,0,0,1,1,1
g50615,2,7,0,6,0,4
g50616,1,3,3,2,2,0
g50617,4,3,1,1,0,0
g50618,0,0,1,0,0,0
g50619,2,2,1,2.004,0,1
g5062,42.158,40.007,37.145,28.378,24.007,39.025
g50620,0,1.204,0,0,0,2
g50621,2,0,1,1,0,2.002
g50622,0,0,0,4,1,1
g50623,0,0,1.981,0,1,1
g50624,0,0,0,1,0,0
g50625,2,1.005,3,0,0.999,1.276
g50626,2,0,0,1,2,6
g50627,1,0,0,3,0,2
g50628,0,0,2,2,1,1
g50629,0,1.001,0,1.733,0,0
g5063,20510.592,16646.628,11849.314,15672.765,4847,20135.096
g50630,2,0,3,0,2,1
g50631,0,1,2,2,1,0
g50632,0,0,0.995,0,0,1
g50633,0,3,0,1,2,1
g50634,3,1,1,0,0,0
g50635,0,0,0,0,2,0
g50636,2,0,1.048,0,0,0
g50637,3,4,3,1,1,2
g50638,0,0,3,1.005,0,2.105
g50639,1,2,0,0,0,0
g5064,1154.15,1190.291,1404.641,986.327,884.059,1159.134
g50640,0,1,0,1,0,0
g50641,0,0,2.012,1,0,0
g50642,2,1,0,0,0,2
g50643,0,2,2,1,0,1
g50644,0,0,0,0,0,1
g50645,1,1,0,0,1,1
g50646,0.998,1.152,1,0,0,0
g50647,3,0,1,0,1,1
g50648,0,2,3,1,1,0
g50649,0,0,0,0,0,0
g5065,141.083,159.156,134.076,188.157,106,216.466
g50650,6,0,1,0,0,1
g50651,0,1,1,0,1,0
g50652,0,0,0,0,0,0
g50653,0,0,2.014,0,0,0.978
g50654,3,3,0,1,0,1
g50655,0,1,0,0,0,0
g50656,0,1,0,0,1,2
g50657,2,3,2,1,0,0
g50658,0,0,1,0,1,0
g50659,1,0,1,0,0,1
g5066,40,46,34.986,33,38,53
g50660,2,0,0,1,0,1
g50661,1.99,1,1.994,0,0,1
g50662,0,1,2,1.234,1,1
g50663,0,0,3,0,0,0
g50665,0,1,0,1.005,1,0
g50666,1,1,0,1,0,0
g50667,0,0,0,0,0,0
g50668,1,1,0,0,0,0
g50669,1,1,2,0,1.012,0
g5067,11546,14113.629,8783.953,6761.49,6946.243,9877.3
g50670,0,0,0,0,2,0
g50671,2,1,0,3,0,0
g50672,0,1,0,1,0,0
g50673,0,0,1,0,1,1
g50674,2,0,1,0,0,2
g50675,0,1,1,1,1,0
g50676,3,1,0,1,1,0
g50677,1,0,0,0,0,0
g50678,0,0,2,3,1,0
g50679,0,1,2,2,1,0
g5068,1308.912,2155.006,1256.17,1710.256,677.002,1021.649
g50680,1,0,0,0,1,0
g50681,0,0,1,0,0,0
g50682,2,0,1,0,2,0
g50683,0,0,0,4,1,4
g50684,0,1,0,0,1,1
g50685,1,0,2,1,0,0
g50686,0,1,0,0,0,2
g50687,0,0,0,0,0,0
g50688,0,0,1,5,1,2
g50689,2,0,1,0,2,0
g5069,0,0,0,0,0,0
g50690,0,0,3,0,0,1
g50691,0,0,2,5,0,0
g50692,1,0,0,0,0,0
g50693,1,0,0,1,0,0
g50694,0,0,0,0,0,0
g50695,1,1,1,0,0,1
g50696,1,1.872,2,1,2,0
g50697,0,0,1,0,0,0
g50698,0,0,0,2,0,1
g50699,0,0,0,1,0,0
g507,6385.933,7489.763,6092.586,5024.52,4326.594,6498.476
g5070,341.481,466.308,356.058,347.584,270.358,385.38
g50700,0,3,2,0,2,1
g50701,1,2,0,0,0,0
g50702,0,0,0,0,0,0
g50703,0,0,1,1,0,0
g50704,0,0,0,0,0,1
g50705,0,1,1,3,0,2
g50706,0,1,2,0,1,0
g50707,0,1,2,0,1,0
g50708,1,1,1,0,0,0
g50709,0,0,1,0,0,0
g5071,570.133,564,0,2,571.039,674.803
g50710,1,0,1,0,0,0
g50711,9.943,3.633,3.977,5.959,5.075,8.838
g50712,0,0,1.012,0,0.943,1.02
g50713,6.113,1.462,1.356,3.567,1.384,1.357
g50714,5.836,17.031,5.038,4.439,8.381,11.084
g50715,0,0,0,0,0,3.282
g50716,1,0,13.566,6.109,0,0
g50717,5,4,5.327,8.407,2,1.022
g50718,10,10.034,10,8.673,2,2
g50719,6.502,4.002,1.171,0,0,1.026
g5072,40.271,64.351,71.146,31.372,30.336,74.292
g50720,3,3.972,2,0,1,0
g50721,0,3.001,2.001,1.137,1,2.001
g50722,2.339,3,0,0,0,0
g50723,0,0,0,0,0,0
g50724,0,1,3,1,1,1
g50725,1,1.118,0,0,1,1
g50726,0,0,0,1,0,2
g50727,2,0,1.992,0,0,0
g50728,0,0,0,0,0,0
g50729,0,2,1,4,0,3
g5073,1008.731,2530.358,1628.044,877.361,1892.913,5250.248
g50730,0,0,0,1,0,0
g50731,1,2,0,0,0,1
g50732,1,1,1,0,0,3
g50733,0,0,1.003,0,0,2
g50734,1,3,0,0,0,0
g50735,0,1,1,0,0,0
g50736,0,0,0,0,0,0
g50737,0,0,2,1,4,0
g50738,1,0,2.389,3,0,1
g50739,2,1,0,0,0,0
g5074,795.408,1038.296,948.083,623.623,686,1028.395
g50740,0,0,0,3,0,3
g50741,0,1,0,0,3,0
g50742,0,1.946,1,1.005,0,0
g50743,0,0,1,0,0,1
g50744,0,1,0,1,0,1
g50745,0,2,0,0,0,0
g50746,0,0,0,1,1,1
g50747,0,0,0,2,4,2
g50748,0,0,0,0,1.696,2.001
g50749,1,2.018,0,0,1,0
g5075,29.381,20.538,18.913,10.189,15.873,15.676
g50750,0,1,2,1,0,0
g50751,0,0,1,1,1,0
g50752,1,4,0,0,0,0
g50753,0,0,3,0,0,1
g50754,0,0,0,0,1.041,1
g50755,0,0,0,0,0,2
g50756,2,1,1,0,0,2
g50757,1,1,1,2,1,1
g50758,0,1,2,0,0,1
g50759,2,0,0,0,0,0
g5076,1776.333,1866.12,1688.648,1081,1275.936,1654.987
g50760,1,0,2,1,1,2
g50761,0,0,0,0,2,1
g50762,1,1,1,2,0,0
g50763,0,0,2,0,2,0
g50764,3.62,0,2,1,1,0.998
g50765,0,0,1,0,0,0
g50766,0,2,0,0,0,0
g50767,1,0,4,1,0,0
g50768,0,0,2,0,0,0
g50769,0,0,0,0,0,0
g5077,194,172,245,133.001,118,137
g50770,0,2,0,0,0,2
g50771,0,0,0,0,0,0
g50772,0,0,0,1,0,1
g50773,1,0,1,0,0,1
g50774,0,1,0,0,1,2
g50775,0,2,2,0,0,0
g50776,0,1,0,0,0,1
g50777,1,0,0,0,0,0
g50778,0,0,1,0,0,1
g50779,1,0,3,0,0,0
g5078,333,378.756,353.624,275,263,297
g50780,0,0,0,0,0,0
g50781,0,1,1,2,3,0
g50782,0,0,0,0,1,0
g50783,0,0,0,0,0,1
g50784,1,1.211,0,0,1,2
g50785,0,0,1,2,0,0
g50786,1,1,1,0,0,0
g50787,0,1,2,1,0,0
g50788,0,0,0,2,0,0
g50789,2,3,0,0,0,2
g5079,102.679,138.2,92.833,87.757,55.751,109.386
g50790,0,0,0,0,0,1
g50791,1,1,0,1,2,1
g50792,0,0,0,4,2,0
g50793,0,1,2,0,0,1
g50794,0,0,1,0,0,1
g50795,0,2,0,0,1,0
g50796,2,0,0,0,0,2
g50797,0,0,0,0,0,0
g50798,0,1,2,0,0,1
g50799,0,0,0,1,2,2
g508,1006.305,1648.641,1165.199,1688.791,727.956,1425.616
g5080,233,350.229,237.336,192.987,122.006,233.241
g50800,1,0,0,0,1,0
g50801,0,0,0,0,0,0
g50802,0,0,0,2,0,1
g50803,0,1,1,0,0,0
g50804,0,0,0,0,0,1
g50805,1,1,0,0,1,1
g50806,0,1,1,0,0,0
g50807,0,0,0,3,0,0
g50808,0,0,0,0,0,0
g50809,1,0,0,0,1,1
g5081,93,146,123,79,58,83
g50810,0,0,0,1,0,0
g50811,0,0,0,1,0,0
g50812,0,1,1,0,1,1
g50813,0,0,1,0,0,0
g50814,0,0,1,3,1,0
g50815,1,0,3,0,1,0
g50816,0,0,3,0,0,0
g50817,0,0,0,1.081,0,0
g50818,0,0,0,0,0,1.983
g50819,0,1,0,0,0,0
g5082,1977.638,2500.409,2090.791,1468.518,1440.908,1940
g50820,1,0,0,0,0,1
g50821,0,0,0,2,1,1
g50822,0,0,0,0,0,0
g50823,0,0,1,5,2,0
g50824,1.025,0,1,0,0,1
g50825,0,0,0,2,0,1
g50826,1,0,1,0,0,0
g50827,0,0,0,0,0,0
g50828,0,0,1,3,0,1
g50829,0,1,3.144,0,2,1
g5083,310.81,285.879,277.201,213.151,199.371,306.09
g50830,10.624,12.333,16.363,13.437,6.222,12.474
g50831,1.001,5.207,0,0,0,0
g50832,10.355,8.372,11,4,5.145,5.61
g50833,4.144,9.66,0,0,6.035,0
g50834,8.69,8.076,11.933,10.078,3.201,4.763
g50835,9.937,4.315,5.949,11.509,4.874,18.074
g50836,1,10.922,5,3.657,2,1.928
g50837,3,2,2,1,0,1.749
g50838,0,1.15,0,0,0,0
