"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold"
"g859",268.833090276263,-1.16802061856038,0.265946803771757,-4.39193328137462,1.12347178186434e-05,0.000731060074451367,TRUE
"g9192",362.101359826596,0.786460756003878,0.179574452550048,4.37958041823733,1.18908035289004e-05,0.000765581665341833,TRUE
"g29392",1337.35626247398,1.04661320749078,0.239015962782522,4.37884229700206,1.19311428364961e-05,0.000765581665341833,TRUE
"g6255",69.0124451236389,-1.80802485166676,0.413816109951984,-4.36915047090977,1.24730804250497e-05,0.000797402650789617,TRUE
"g11083",31.4754231254913,-3.54317383994224,0.811765914019405,-4.36477287201978,1.27254909651706e-05,0.000810548275630814,TRUE
"g1649",170.572737781174,0.585237427168538,0.134141356261706,4.36284113623212,1.28384172429328e-05,0.000814745709647658,TRUE
"g8463",8301.91149279117,1.81154935672586,0.415806233210155,4.35671524868718,1.32028849926794e-05,0.000829207205759426,TRUE
"g6579",125.513738685652,0.784362297727757,0.180040038888626,4.3565992463097,1.32098810268168e-05,0.000829207205759426,TRUE
"g2333",167.714375099634,-0.840119807366574,0.193707229180432,-4.33705964883753,1.44401446853911e-05,0.000885910355543058,TRUE
"g8418",81.3786151649429,1.20138263986417,0.277240966119274,4.33335180107298,1.46856151543104e-05,0.000895874234325448,TRUE
"g4480",93.024525281645,-0.76924554860601,0.177901169704936,-4.32400500728505,1.53221815849135e-05,0.000928170615239952,TRUE
"g8779",101.326984347975,1.05652102127317,0.244537779090948,4.32048178895183,1.55688905160576e-05,0.000939829366518113,TRUE
"g16054",1025.96512878808,1.30378593503049,0.301941664940341,4.31800604692334,1.5744511796987e-05,0.000944949378368585,TRUE
"g4911",1011.87377262545,-0.591597624629319,0.137181908406272,-4.31250469906912,1.61415450690696e-05,0.000964318166626313,TRUE
"g23023",43.5227470059088,1.12438589959281,0.261369394514772,4.30190344848987,1.69337102265701e-05,0.00100471414272372,TRUE
"g13430",760.674027298592,-0.72425912631651,0.168590613526166,-4.29596352470775,1.73936183072105e-05,0.00102498107881776,TRUE
"g9425",60.038015732223,-5.41719672484244,1.26868792225484,-4.26992062414722,1.95542546450954e-05,0.00113683711988684,TRUE
"g2286",95.8869892736404,-1.59507632271155,0.373928927493375,-4.26572058333146,1.99258032717948e-05,0.00115071513894615,TRUE
"g8104",29.1029972775496,-3.24214559831928,0.760782434211504,-4.26159366005805,2.02974253910942e-05,0.00116828204285949,TRUE
"g24100",369.937377459949,-5.81993232872981,1.37254846629269,-4.24023812029726,2.23282796100216e-05,0.00128091868954843,TRUE
"g13144",13.2313634988704,-4.07054374805027,0.960441997046886,-4.23819841340357,2.25320599213292e-05,0.00128834303015521,TRUE
"g4176",202.040954876166,-1.06181970703097,0.250704283511754,-4.2353472870805,2.28198746504475e-05,0.00130050765894409,TRUE
"g21313",11.1045907861604,-5.45016040608132,1.28729069123168,-4.23382258817283,2.29752219109547e-05,0.00130506793313866,TRUE
"g26785",1096.31939456019,1.09642544887029,0.259046784270691,4.23253835000158,2.31068496271111e-05,0.00130825545682908,TRUE
"g18558",32.4873471000037,0.945557798782384,0.223499922801853,4.2306851247581,2.32980611323664e-05,0.00131478472025488,TRUE
"g5839",137.276306763916,-8.00211549556658,1.89561303693306,-4.22138661196028,2.4280408356609e-05,0.00136135299280987,TRUE
"g64178",10.9018114207621,-2.40118189974104,0.570055826113757,-4.21218728016627,2.52909716330999e-05,0.00140437847289569,TRUE
"g10527",94.874781301938,-0.691249535895474,0.164542180915272,-4.20104761010443,2.65682706443831e-05,0.00147059197736082,TRUE
"g20954",45.0029301796678,0.883615333075905,0.210565516046661,4.19639145889443,2.71201340424682e-05,0.00149160737233575,TRUE
"g5814",348.922903380608,-0.753390058187311,0.179661338505807,-4.19338998836949,2.74816382524041e-05,0.00150670690735095,TRUE
"g14020",360.453531114356,0.618677684376125,0.147611678884078,4.19125159373048,2.77419814977505e-05,0.00151618242728242,TRUE
"g61973",351.094837624411,0.667763963651799,0.159685975302999,4.18173206748269,2.89296765383367e-05,0.00156627076883339,TRUE
"g6914",441.785572858771,0.594405777434703,0.142201032589979,4.18003840484484,2.9145986831916e-05,0.00157306611172257,TRUE
"g17805",95.2722053838787,0.977601530788147,0.233940924036806,4.17883931515266,2.93000601034932e-05,0.0015764706251336,TRUE
"g1142",231.255959227168,-0.777749128165286,0.186282189377097,-4.17511266517737,2.97838613678611e-05,0.00159753993250214,TRUE
"g7635",215.11385276685,-1.12899716304282,0.271351792460471,-4.16064015205385,3.17356791239623e-05,0.00169175581791583,TRUE
"g1816",327.350673374039,-0.834940200165856,0.201197867699766,-4.14984616741457,3.32698790624029e-05,0.00176810016796359,TRUE
"g415",12747.1597331107,0.845104270901535,0.203833103223205,4.14605997523432,3.38245263290964e-05,0.00179207926193148,TRUE
"g16980",9.07101339747122,-2.29467498264221,0.553667626705678,-4.14449910372315,3.40557288277829e-05,0.00179882774982115,TRUE
"g9641",543.349880969777,0.586521800830483,0.141795178230334,4.13640159101692,3.52794549861373e-05,0.00185217138677221,TRUE
"g14210",24.569312379188,-1.04363413474644,0.252352692134627,-4.13561720272703,3.54001880034418e-05,0.00185289503673604,TRUE
"g12493",968.21305061309,0.785535933785916,0.190434727047883,4.12496158638335,3.70796638824993e-05,0.00192843731883439,TRUE
"g39579",10.0257776303965,1.68084843002102,0.407530409850033,4.12447363287455,3.7158355492161e-05,0.00192843731883439,TRUE
"g15320",17.2311611787188,-1.51193248822177,0.366671710044734,-4.12339552467059,3.73327830680684e-05,0.00192843731883439,TRUE
"g9605",746.878250047818,-3.20618730034736,0.777730182136685,-4.12249308820559,3.74793860135277e-05,0.00192843731883439,TRUE
"g11987",53.9951470645045,-4.10212538172911,0.995106693598874,-4.12229704424305,3.75113059998378e-05,0.00192843731883439,TRUE
"g3537",70.9039042129749,-0.591702865232585,0.143686149314549,-4.11802298311485,3.82136593008153e-05,0.00195295471205494,TRUE
"g14616",11041.2040675542,0.708242312857555,0.172358841729026,4.10911506339209,3.97178157610886e-05,0.00202385634723782,TRUE
"g24156",1083.09913761321,0.660107974102062,0.160810794000658,4.10487354536263,4.04536105220296e-05,0.00205530440555473,TRUE
"g5191",871.408144061089,0.782609294803136,0.190824107639988,4.10120767486894,4.10999486406456e-05,0.00207596679358363,TRUE
"g958",119.124562800484,-0.608261834965513,0.14857931462764,-4.0938527445082,4.24263817826195e-05,0.00212438457914417,TRUE
"g4222",55.2037172517799,-0.926872933211071,0.226496062211164,-4.09222537541046,4.27253093309664e-05,0.00212705742574423,TRUE
"g4729",222.370921289591,-0.6264283032374,0.153400967420586,-4.08360073453707,4.43431937333988e-05,0.0022012774539574,TRUE
"g6357",250.794463576131,-1.04798559158959,0.256900956157577,-4.07933706150468,4.51643126035525e-05,0.00222926414773945,TRUE
"g13004",101.861941477908,-3.6700255335413,0.901572973553393,-4.0706916036719,4.68737694710437e-05,0.00230053273678706,TRUE
"g8120",339.376751678122,-0.895350508103713,0.220547411938261,-4.05967361047227,4.91413588593981e-05,0.00240501141875444,TRUE
"g30814",98.868043772031,0.624541217757453,0.154673757320087,4.03779689960597,5.39555348587322e-05,0.00262578550962791,TRUE
"g51172",23.1110609220151,1.23789895175597,0.307091924775106,4.03103713216335,5.55312688187114e-05,0.00269489981031982,TRUE
"g17637",26351.4588836771,-1.51654748454418,0.376989841341542,-4.02278077082249,5.75150272976216e-05,0.00278337387690306,TRUE
"g15285",840.246762589585,-1.16252338005688,0.289967230587261,-4.00915433686233,6.09365813378057e-05,0.0029325729768819,TRUE
"g2598",571.310158444883,0.76788649673945,0.191606255151135,4.0076274969925,6.13317536694092e-05,0.00294341449396818,TRUE
"g12825",23.2090780060694,0.925639707799605,0.231384892678103,4.00043277279702,6.32267477112427e-05,0.00299497330770416,TRUE
"g11970",29.9553263831929,-2.44151945768198,0.610365809286608,-4.00009210957542,6.33178341169254e-05,0.00299497330770416,TRUE
"g24232",52.9739920840914,0.685371262113642,0.171358939585664,3.99962361911686,6.34433018139928e-05,0.00299497330770416,TRUE
"g2732",413.163686963993,-0.716165485032257,0.179095688127381,-3.99878686371773,6.36679812988404e-05,0.00299741243478916,TRUE
"g16058",125.03717960539,-4.65255416194614,1.1662685873117,-3.98926474790037,6.62784151115427e-05,0.00311185241682243,TRUE
"g1286",1143.56706642026,-0.658965993553468,0.165544965063151,-3.98058614046093,6.87455470231726e-05,0.00320165753273243,TRUE
"g5791",1887.71648358568,-3.37118169616794,0.85003157055345,-3.96594881055181,7.3104552015014e-05,0.00339553984895474,TRUE
"g1776",109.697994715946,-1.31210925287847,0.330937443437729,-3.96482561552563,7.34496227519678e-05,0.0034024457598338,TRUE
"g9345",164.057015870916,1.6548517816356,0.419645522644773,3.94345153787431,8.03172276506567e-05,0.00366183149749376,TRUE
"g12341",196.581609168185,-0.916437808278048,0.232446046412551,-3.94258290223414,8.06087730495065e-05,0.00366547767213307,TRUE
"g29802",13.9260171010119,-2.73855253676008,0.696482557501335,-3.93197576488458,8.42505609588968e-05,0.00379246740182059,TRUE
"g5611",65.8981361724545,0.9910936327183,0.252610453077225,3.92340705083695,8.73054578226545e-05,0.00390844200717698,TRUE
"g18224",42.9195844996248,1.33705632651586,0.341366304915437,3.91677885972687,8.97399976829228e-05,0.00399677496107105,TRUE
"g13481",84.8112347807181,0.918303127336086,0.234657917243223,3.91336946191448,9.10171127808422e-05,0.00403291938344781,TRUE
"g21821",49.1703630472997,-1.64999538115269,0.422000251305401,-3.90993933308961,9.23193043835743e-05,0.00408018354195261,TRUE
"g1567",1216.95074310758,-0.759758472567631,0.194598332604066,-3.90423937554209,9.45221904595666e-05,0.00415633743581724,TRUE
"g19520",10.2061520160784,1.67569306967674,0.429307512063201,3.90324656007895,9.49109281275766e-05,0.00416286539192472,TRUE
"g15368",20.0683637192747,-1.29229955130278,0.331935520750761,-3.89322464911227,9.89204688995821e-05,0.00429523088642922,TRUE
"g36370",9.52352693513671,4.57369301805163,1.17643769396167,3.8877477672869,0.00010117868700831,0.0043773815050787,TRUE
"g4885",24.3856689729116,1.27921801396384,0.329168856523597,3.88620608727648,0.00010182307339375,0.0043773815050787,TRUE
"g13424",123.600664548712,-0.783621118121469,0.201735379469725,-3.88440104150927,0.00010258246316062,0.00439911181746965,TRUE
"g47554",481.367464938271,0.615744737707516,0.158702040567289,3.87987914652201,0.000104508378220732,0.00447063617944243,TRUE
"g2976",74.8225754446403,0.719472971798116,0.18579897851822,3.87231930732903,0.000107804592534796,0.00458897927681901,TRUE
"g57773",17.9011033076669,1.16567575260137,0.301641665709754,3.86443878652697,0.000111344907966624,0.00472806502578862,TRUE
"g5617",22.2044528520983,-2.59452881778001,0.672621538335618,-3.85733829487543,0.000114628464047095,0.00483196627643774,TRUE
"g10288",14.6937571996276,-1.65403752841124,0.429395077285993,-3.85201791055836,0.000117148452135157,0.00490240805130818,TRUE
"g13797",307.329900755654,-1.0723782216884,0.279291741711523,-3.83963455244606,0.000123217585488563,0.00511929177119749,TRUE
"g147",5593.12932150641,-0.759160555519339,0.197871285533551,-3.83663831501523,0.000124729959686402,0.00516972859226536,TRUE
"g10431",43.5571552931989,-3.28502296695137,0.856677542442806,-3.83460847775251,0.000125764459962005,0.00520016531943136,TRUE
"g7546",1734.61658885951,0.652896022177661,0.170401737528792,3.83151035691373,0.000127359012092013,0.00522903132173735,TRUE
"g8108",16.2198814616746,-3.38894369571653,0.884496920284519,-3.83149292891421,0.000127368035657902,0.00522903132173735,TRUE
"g1283",171.676977556397,-0.755991144443729,0.197437832805575,-3.82900852233414,0.000128660551988038,0.00525717939432253,TRUE
"g1883",57.4024659324142,-2.01985207766172,0.528714956630231,-3.82030440473118,0.000133287070366617,0.00539532358434963,TRUE
"g6989",110.377594196648,-0.730488254157315,0.191415455737403,-3.81624488651245,0.000135498030602568,0.00545931018648717,TRUE
"g14611",371.015000181585,-1.03998530685095,0.272612722432459,-3.81488177650481,0.000136248146216102,0.0054767961327006,TRUE
"g10024",24.7492201605162,-1.19980085899779,0.314760390193797,-3.81179111596308,0.000137963444042916,0.00552395048414071,TRUE
"g20826",376.776232570154,-0.926186148251122,0.24349216053409,-3.80376167437823,0.000142515298103371,0.00568911875493294,TRUE
"g13809",15.4512783058392,-3.4717945446507,0.91499791778012,-3.7943196123043,0.00014804886887001,0.00585604258715278,TRUE
"g12478",12.3753050583576,1.56292397394695,0.41211172569088,3.79247635171457,0.000149152458051019,0.00588625589005443,TRUE
"g22952",39.3904123663751,-3.39725360158947,0.898354406888389,-3.78164071500074,0.000155798114164302,0.00613455074521941,TRUE
"g11046",45.3472506753431,1.45341491519131,0.38445830122166,3.7804227677564,0.000156562281176383,0.00615066104621504,TRUE
"g32237",169.111980505257,-0.74638575084163,0.197581958270388,-3.77760073528684,0.000158346464490588,0.00620667985814352,TRUE
"g7432",5979.47308996968,0.608994813076803,0.161311258372044,3.77527780281914,0.000159829439948024,0.00625066602054067,TRUE
"g13241",64.1886943333599,1.06531518909311,0.282699571639517,3.76836506300595,0.000164320271383263,0.00639741281284277,TRUE
"g6868",312.400802253982,-0.639419144046481,0.16973436774053,-3.76717545514382,0.000165104968140032,0.00641355061216604,TRUE
"g4655",308.994438184559,-0.650828605261806,0.172997895312651,-3.76206082788229,0.000168519047717345,0.00649334124984055,TRUE
"g8320",782.250053141149,0.860594223086817,0.228768614559712,3.76185441671322,0.000168658214281573,0.00649334124984055,TRUE
"g14586",9.81038129891197,-3.5546824914907,0.945454762700856,-3.75975946362164,0.000170076803786762,0.00653343819424756,TRUE
"g3744",326.311185295213,5.94220026053336,1.58092543143439,3.75868471869791,0.000170808911626512,0.00654232668354814,TRUE
"g9279",77.8663738889495,-2.72219462850858,0.724464165935177,-3.75752833129383,0.000171599943647545,0.00654232668354814,TRUE
"g16189",92.155591606986,-0.608392801550346,0.161926772917785,-3.75720945083767,0.000171818680578032,0.00654232668354814,TRUE
"g14127",23.8036854941779,2.68584598696648,0.715218819120818,3.75527868557493,0.000173148705454453,0.00657851167104912,TRUE
"g9307",446.417717911663,-4.86209636802149,1.29901032445849,-3.74292357533673,0.000181891562964432,0.00683572956260041,TRUE
"g36501",12.953372184926,-4.16092167240711,1.11316965107399,-3.73790434224706,0.000185560516282862,0.00694349016112439,TRUE
"g33912",51.2943750357445,0.71182050777389,0.190573195709512,3.73515543528435,0.000187599279926525,0.00698958607468181,TRUE
"g7515",2091.85042016932,-0.701511247637109,0.187926171092376,-3.7329087458089,0.000189281184137308,0.00700704383585227,TRUE
"g2873",55.2462428120923,-1.39871127564915,0.374863217407137,-3.73125772468099,0.000190526185617993,0.00703809417021689,TRUE
"g21900",110.459010949168,0.664667083219671,0.178925793321603,3.71476393023443,0.00020339348428063,0.00744987762190681,TRUE
"g4692",251.270476671745,-0.697713398482578,0.187954387598374,-3.71214211808383,0.000205512531679143,0.00751161310409526,TRUE
"g7255",1398.0414771078,-0.592119948837057,0.159637696027108,-3.70914867586482,0.000207957294302751,0.00756903387351925,TRUE
"g9805",80.9374512424206,-0.880154888661785,0.237756748181151,-3.70191338582399,0.000213979671308171,0.00775564394438087,TRUE
"g38702",86.6279708855001,-1.09970233919238,0.297309137437541,-3.69885146709763,0.000216577291169577,0.00783340619940067,TRUE
"g13236",10.8890769875156,-1.66742918576038,0.450966998979714,-3.69745278375767,0.000217773708712633,0.0078602697988466,TRUE
"g27320",23.3189232663747,-0.990120161986934,0.268326021700825,-3.68998934844599,0.000224263441908933,0.00806092143375987,TRUE
"g10032",33.2757484099765,-1.18214684919616,0.32092949498503,-3.68350951741378,0.000230044690625984,0.00823820777549782,TRUE
"g8265",5551.2792243856,0.65501616946226,0.177992070263261,3.68003006253846,0.00023320645906326,0.00829630780959132,TRUE
"g4208",117.052079112267,-0.753387029405133,0.204882332163883,-3.67716933640969,0.000235836490525506,0.00835555664285152,TRUE
"g4961",122.931319357677,-2.80037644111618,0.762599813495556,-3.67214414632492,0.000240523943126779,0.00850423941769684,TRUE
"g2348",2307.29616511797,-0.705113322934155,0.192227317854293,-3.66812236057222,0.000244338251292287,0.00856915020979528,TRUE
"g5537",4639.60637431557,0.750511924409785,0.204848702566248,3.66373774892262,0.000248561283344266,0.00863539000952884,TRUE
"g10793",17.8824433756499,-2.36540206866024,0.645628013248944,-3.66372279411639,0.000248575803488022,0.00863539000952884,TRUE
"g6490",861.314811071737,-0.989813777785064,0.270323761166625,-3.6615862901336,0.000250658405294216,0.0086853137434446,TRUE
"g1688",55.1864996876741,-1.64375226146581,0.449121395184376,-3.659928649783,0.000252285486656914,0.00872181141982513,TRUE
"g5091",38.9094328173999,0.741741973078667,0.202690033938545,3.65948911579719,0.000252718576205034,0.00872181141982513,TRUE
"g4686",26.3615183199972,0.859102239891363,0.234999298871494,3.65576511937234,0.00025641605216061,0.00883182525583014,TRUE
"g7353",49.6781075131851,-3.21460335846472,0.881185426368794,-3.64804417126088,0.000264244215910413,0.00905756699408807,TRUE
"g9199",48.6716053012034,-0.935981099486023,0.257050390819072,-3.64123585458706,0.000271332420969576,0.00919928413561233,TRUE
"g20126",14.7215657204384,-4.14053193005839,1.14052320938818,-3.63037936972763,0.00028300494866878,0.00955762326644564,TRUE
"g24076",12.5426860544685,1.53223822448481,0.422604120755325,3.62570583018979,0.000288173255610183,0.00969437214261441,TRUE
"g7038",39.4383012950583,0.738450958702651,0.203728313199416,3.62468498907086,0.000289313873915478,0.00971388152245281,TRUE
"g19175",45.3600881033469,0.896478637136422,0.247368071079479,3.62406770293481,0.000290005637904018,0.00971827403614529,TRUE
"g19498",24.9561723095059,-1.48515892230167,0.410635321920158,-3.61673446735406,0.000298343075118917,0.0099019037862744,TRUE
