gene_id,sample4,sample5,sample6,sample7,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20
g10279,6.01,5.007,5.056,5.001,12.004,18.97,9,6,18.097,10,9.017,14.099
g1028,2262.413,1533.887,2282.212,2343.779,1611.169,2958.461,2244.582,1602.758,7178.394,1511.655,1567.587,2207.389
g10280,62.015,43.185,56.031,78.653,50.012,54.05,50.007,59,202.365,30.728,33,48.996
g10281,17.514,11.188,11.956,13.24,15.422,20.469,12.804,10.809,44.314,9.373,6.871,18.252
g10282,46,18,57.278,36.506,17,53.473,60.825,22.016,115.323,15.589,45.344,16
g10283,73.001,39.075,26.009,57.452,39.773,54.681,35.869,40.543,180.499,40.17,28.302,73.023
g10284,410.49,302.731,219.986,386.016,231.352,342.953,315.681,369.747,1053.536,293.503,256.069,502.942
g10285,136.001,118.985,120,117,106,90,74,69,136,93,67,61
g10286,20,28,24,18,12,108,26,24,47,23,12,59
g10287,18,6,20,13,20,6,13,6,46,7,4,9
g10288,11,16.042,5,21,5,15.474,3,29,36.191,18,2,24.001
g10289,8.13,4.005,11,8,5,9,5,5,20,4,10,3
g1029,538,363.881,340,575.037,341,599,505,616,1477.734,456,317,688.034
g10290,6,2,6,2,5,18,5,4,12.158,1,4,1
g10291,332.023,252.593,256.581,275.191,144.621,213.483,301.789,213.55,782.359,182.216,125.504,130.544
g10292,24,12.001,15.049,13,14,14,9,7,45.042,12,14,19
g10293,0,0,0,0,0,1,0,0,2,1,8,286
g10294,6,2,10,5,4,7,5,2,29.202,8,6,11
g10295,44.304,15.84,23.681,22.573,28.663,27.183,30.757,22.766,79.292,8.307,19.047,19.573
g10296,77.139,68.225,78.102,64.673,73.56,110.856,77.909,53.201,215.286,39.484,36.446,75.162
g10297,163.004,142.049,101.723,88.02,83.332,151.001,119.144,89,413.638,108.152,94.019,112.93
g10298,29,26,35.064,39,25,127.636,41.083,59.174,87.013,33.011,41,58.017
g103,3629.471,2617.249,3090.342,4084.116,2687.715,4342.26,3410.981,2536.311,8388.965,2355.043,2381.759,3272.873
g1030,1718,1342.999,1494.001,1742,1302.004,2157,1497.53,1124,4066.866,1044.949,1142.256,1526.999
g10300,11,2,15,7,5,7,7,9,30,4,8,8
g10301,8,7,0,0,0,0,11,32,0,0,13,6
g10302,15,9,14,11,7,14,8,6,38,10,10,9
g10303,12,12,3,11,9,21,13,23,36,3,10,12
g10304,92.573,61.35,99.33,85.632,106.657,145.322,140.643,52.511,299.399,87.248,66.865,112.942
g10305,38.949,19.167,28.091,76.187,17.066,32.129,46.299,25.061,120.978,29.273,21.873,39.176
g10306,32,35,13.031,32,20,25.001,13,33.768,36.035,36.539,15,25.041
g10307,9,3,8,9,4,8,10,5,23.349,8,3,5
g10308,695.478,499.536,597.986,629.425,385.848,661.827,683.297,412.419,1402.18,301.261,396.678,470.314
g10309,16.331,16.378,40.132,13.162,27.824,56.323,23.354,5.785,159.07,19.67,25.393,18.308
g1031,587.691,484.243,612.846,806.356,496.595,891.267,624.822,484.497,2356.933,523.525,486.35,742.693
g10310,22,14.377,19.547,19.176,14.559,26.788,27.254,16,68.184,10.582,11.985,9
g10311,12,4,4,7,5,10,4,3,12,6,4,8
g10312,157.596,121.069,106.639,192.742,102.453,145.633,124.568,117.869,535.517,97.688,69.312,150.734
g10313,19.669,20.041,21.05,19.808,12.132,25.097,22.893,29.076,40.765,17.029,7.145,18.1
g10314,944.419,799.104,817.176,919.089,609.451,1244.849,890.01,715.994,2737.272,590.938,613.679,798.976
g10315,3.128,5.169,3.172,6.354,3.104,2.049,3.123,2.078,12.651,7.302,3.14,7.221
g10316,8,2,7,8,4,8,4,3,17,4,1,2
g10317,9,10,5,6,9,4,6,10,9,4,4,7
g10318,991.389,805.89,826.095,1309.574,832.727,1928.727,818.561,714.149,2921.407,778.158,677.923,1092.444
g10319,517.936,281.606,532.519,677.556,546.682,576.202,401.463,130.853,1649.345,243.312,344.718,323.52
g1032,457.984,509.613,377,452.338,336.738,690.045,581.53,481.56,1525.446,342.683,317.406,477.999
g10320,37.572,17.835,30.269,43.431,40.717,40.321,32.477,15.758,74.361,15.334,23.942,32.01
g10321,86.475,57.581,83.618,123.915,91.063,146.774,83.757,82.077,314.25,56.896,65.224,109.499
g10322,59.128,47.337,33.085,74.563,47.637,79.603,46.197,38.091,215.372,43.974,32,61.677
g10323,23.029,3,28.802,13.018,4.006,18.296,5.01,7.007,20.03,4,4,8.006
g10324,14.012,23.017,29.047,22.126,12.012,17.02,9.01,8.005,64.129,10.007,13.033,13.005
g10325,17.714,13.036,20.106,14.101,11.45,14.091,14.396,6.006,68.15,8.001,13.581,21.581
g10326,21.203,14.996,11,25.082,26.956,34.216,22,17.587,51.027,24.001,7.066,25.221
g10327,5.001,7,9,8,9,10,13,7,27,6,9,13.239
g10328,22.538,23.904,11.46,21.521,19.369,26.256,17.476,14.493,58.643,17.03,10.751,16.539
g10329,13.619,9.354,1.741,39.928,1.761,13.812,4.731,7.777,61.787,9.896,0,11.78
g1033,1888.995,1549.163,1782.07,2296.522,1622.981,2907.969,1975.001,1498.79,6106.158,1516.999,1263,1713.005
g10330,184.257,104.102,129.946,172.499,121.027,208.233,158.305,111.872,549.656,107.204,116.185,136.606
g10331,161.798,132.278,140.795,174.311,123.664,263.612,172.8,127.547,402.452,110.797,99.668,157.463
g10332,11,2,14,6,10,10,4,2,43,7,9,5
g10333,88.126,41.624,64.352,64.607,60.362,68.984,56.258,66.499,191.4,51.405,47.744,94.249
g10334,1823.878,1564,1902.709,1803.098,1417.962,2366.825,1799.667,1481.552,3942.775,1475.926,1209.971,2040.999
g10335,129.457,85.909,90.179,114.135,75.805,101.748,80.026,65.952,314.356,62.187,72.992,85.994
g10336,13,16,19,20,19,42,14,22.047,62.096,13,12,14
g10337,13,7,7.951,16,10,10,4,4,23.468,4,3,5
g10338,18,9,0,0,0,0,9,28.403,0,0,11,3
g10339,379.111,256.535,314.151,361.36,265.31,416.207,370.23,297.354,1350.011,247.825,241.369,299.531
g1034,1513.65,1208.287,1400.718,1783.393,1210.258,2181.156,1480.709,1126.941,4616.933,1058.436,1024.663,1392.215
g10340,23.525,17.75,27.306,23.035,13.649,30.444,16.085,32.989,51.862,18.249,19.53,19.173
g10341,433.564,297.985,501.53,387.763,298.363,480.773,413.611,276.647,1567.432,242.929,286.547,374.391
g10342,336.231,266.959,224.892,310.54,203.238,412.251,284.999,252.146,961.812,211.131,196.457,307.785
g10343,93.289,47.141,56.482,120.323,47.042,98.341,72.133,100.897,294.223,67.903,70.004,146.801
g10344,91.101,54.326,58.561,79.985,55.289,66.516,77.204,64.835,176.2,51.333,41.789,68.97
g10345,38.179,24,23,33,17,49,33.998,32,93,28.064,26.003,25.654
g10346,34,14,17,20,24,18,17,21,69,6,18,19
g10347,11,4,5,2,6,6,6,5,10,3,6,5
g10348,358.155,175.321,268.773,276.085,201.766,381.584,283.706,260.399,910.099,171.145,195.512,345.812
g10349,28.405,15.855,15.533,24.361,23.574,38.33,21.157,16.071,80.843,17.222,19.818,31.555
g1035,801.467,609.437,798.209,971.764,680.77,1370,849.476,667,2474.556,621.267,589.652,835.128
g10350,262.001,129.004,263.071,221,181,241,268,156.141,737.538,134,183,190
g10351,0,0,1,2,317.387,1110.343,0,0,0,0,0,0
g10352,30,19,31.008,35,37.3,36.454,27,18,113.879,15,11.086,12
g10353,37,36,1,0,0,0,48,73,0,0,33,48
g10354,28,15,15,11,17,15,15,14,30,13,7,10
g10355,8.001,4.002,12.001,12,5,6.781,10,1,24,2,2,9
g10356,9,9,6,7,8,9,11,4,19,6,4,10
g10357,3,7,2,14,4,6,1,2,17,5,8.218,13
g10358,15,7,4,7,4,2,7,5,7,5,3,2
g10359,14,6,6,8,6,5,8,7,23.094,5,2,8
g1036,256.683,184.004,269.006,297.006,192,379.011,256.06,207.039,819.064,209.001,203.004,268.004
g10360,8.031,7.187,10.363,12.396,5.503,10.24,5.513,4.462,19.684,2.143,6.347,6.415
g10361,703.197,609.191,634.845,931.486,535.215,1047.328,635.848,533.411,2040.527,475.163,446.927,684.431
g10362,18.437,10.272,8.119,12.252,9.234,15.466,17.347,14.321,33.936,11.277,4.1,20.726
g10363,18,15,22,34,17,14,23,18,65,10,6,20
g10364,24,34,0,4,0,0,20,63,0,0,20,39
g10365,14.173,6,8.182,2.084,7,9,8.461,10.983,22.858,5,5,9.16
g10366,13,4,14,12,7,4,8,7,72.999,8,7,4
g10367,10.801,7,6.111,10.018,8.495,10.434,11,2,20.021,1,4.01,5.845
g10368,7,2,7,8,0,1.157,6.249,2,13,2.254,5,8.003
g10369,9.771,11.009,9.054,7.013,9,18.015,19.043,9.108,23.288,11.025,5.006,16.962
g1037,2207.649,1605.672,1707.51,2000.88,1466.551,2908.341,2305.535,1641.66,4780.318,1333.31,1321.234,1837.096
g10370,7.13,1,11,10.997,3.277,8.655,2,6,28,8.06,3,8
g10371,206.396,126.621,204.36,184.798,133.365,172.847,152.243,113.789,458.331,105.451,124.516,127.229
g10372,869.404,651.385,725.914,1123.971,753.705,1364.113,874.698,642.604,2651.747,556.465,568.386,817.517
g10373,70.784,67.746,37.3,56.969,90.508,137.295,69.091,66.388,243.119,38.243,56.085,92.85
g10374,314.081,168,288,352.965,216.002,348.787,346.987,224,825.075,212.063,200,273
g10375,13,8,18,5,4,12,15,12,53,3,8,8
g10376,20,14,0,0,0,0,21,67,0,0,18,10
g10377,16,9,0,1,0,0,15,28,0,0,8,9
g10378,68.628,32.695,56.684,77.868,39.178,89.71,68.651,36.686,159.699,51.172,47.697,60.63
g10379,15.05,28.099,17.016,13.951,15.17,2.901,27.975,18.846,17.433,14.536,3.975,0
g1038,178.674,89.756,166.52,138.954,153.695,172.393,148.047,101.612,279.515,67.574,123.076,131.853
g10380,97.286,60.213,57.268,70.213,54.961,128.531,71.669,52.751,192.033,58.723,48.777,57.243
g10381,7.414,17.327,14.988,18.587,16.668,22.725,7.294,5.893,38.884,10.824,15.485,39.067
g10382,1928.238,1470.149,1647.858,1777.202,1543.591,2486.218,2120.026,1626.396,6992.951,1540.963,1427.514,1881.835
g10383,658.626,510.187,529.96,592.31,461.429,875.986,728.334,592.463,1361.445,421.09,478.188,659.352
g10384,358.391,297.103,253.322,274.144,193.905,403.253,361.684,293.774,1213.003,304.101,186.957,339.476
g10385,28.301,23,23.79,47.023,15.151,47.782,22,35.196,73.026,43.005,9,21.086
g10386,2362,1726,2123.262,2049.92,1608,3428.002,2637.627,1723,5195.974,1368,1868,2532
g10388,167.328,98,155.843,204.667,114.471,201.819,181.906,107,418.974,113.288,114,155.946
g10389,190.778,133.578,205.576,159.906,128.379,196.855,205.054,185.674,629.012,130.431,112.898,177.038
g1039,2978.585,1472.036,3161.828,2421.244,1372.34,3972.241,3015.807,1342.526,4320.828,1535.705,2407.685,2115.54
g10390,23.445,12.202,19,27,13,14,10,4,80.02,16,10.18,19
g10391,7,8,9,8.827,13.001,33.002,23.131,26,38.932,18.016,8,13
g10392,12.455,11.36,6,22,12,8.843,11.136,13,36,5,9,14.528
g10393,5,9,10,14,10,4,4,5,34,6,2,7
g10394,3,2,3,10.011,8.019,12.287,2.997,1,15,3,0,6
g10395,4,1,2,5,5,13,10,5,25,7,3,6
g10396,114.101,64.921,90.381,118.074,71.474,148.082,76.515,69.089,209.63,49.705,61.162,77.576
g10397,107.37,102.44,47.306,45.779,20.377,14.811,13.315,15.897,52.76,22.52,7.787,6.666
g10398,94.716,82.425,45.801,57.188,52.664,140.389,58.445,66.115,155.653,44.109,69.978,154.12
g10399,50,12,78.245,34.993,37,20.594,56,17,105,33.768,25,25
g104,2148.846,1701.715,1630.279,2538.862,1385.776,2930.8,1864.629,1818.072,5534.058,1688.551,1081.828,1867.965
g1040,17328.72,16580.887,15238.193,22800.091,13889.966,25723.835,16290.255,12433.572,48808.716,11948.709,11505.64,17827.998
g10400,6,13.045,10,8.767,11,16,13,13,42,8,6,9
g10401,7,5,7,9,6,79.912,7.013,10,17.094,9,5,23
g10402,9.477,3.696,10.377,16.399,11.878,8.992,4.876,6.377,25.354,7.953,1.355,5.238
g10403,200.668,132.924,221.21,169.798,152.081,227.87,232.113,133.834,542.838,135.235,167.324,179.044
g10404,50.137,27.863,111.098,63.743,69.865,64.442,52.521,30.787,234.285,26.693,41.349,66.363
g10405,38.001,28,29.999,42,37,47.027,44.001,31.46,111.013,29,31.661,55.437
g10406,46,28,0,0,0,0,48,142,0,0,46,40
g10407,22.562,27.452,58.628,56.32,31.571,82.616,65.154,39.561,123.099,11.993,25.279,43.317
g10408,8,3,2,10,3,2,8,4,29.003,7,7,7
g10409,4,3,2,5,2,8,9,6,14,3,4,7
g1041,225.655,134.277,148.838,251.001,160.213,233.697,184.08,184.331,539.964,159.633,130.375,199.936
g10410,1186.196,868,1233.974,1409,864,1386,1061.171,912.159,3160,902,833,1301
g10411,819.687,573.67,928.437,880.387,594.315,945.413,922.234,761.245,2928.637,751.324,548.45,762.53
g10412,9.006,7.024,10.042,8.013,4.01,3.039,6.005,1.107,15.092,1.983,7.008,6.002
g10413,72,44.02,63,65,49,89.176,69,33,239.998,36,26.986,48.007
g10414,7,3,5,5,6,7,4.055,4,21,4,4,0
g10415,4.298,1,13,16,10,3,7.001,11,18,6,6,7.011
g10416,25.687,2.007,13.206,7.068,15.596,9.049,13.577,7,51.419,9.04,7.072,9.12
g10417,45.211,21.764,27.652,21.385,14.459,30.281,26.306,21.076,58.837,19.887,18.856,31.678
g10418,93,70,88.594,61,47,79,76,74,136,32,61,64
g10419,29.703,45,11,19.067,30,73,44,408.661,57.12,94.001,9,107.011
g1042,2033.089,1357.925,1670.79,2251.83,1548.965,2658.052,1543.467,1303.582,5369.449,1383.508,1283.051,1844.482
g10420,109.956,59.653,58.108,62.98,40.567,74.903,71.674,57.43,220.249,39.154,75.297,92.385
g10421,9,5.205,14,14.002,3,15.001,10.001,7,28,5,5,4
g10422,9,2,8,13.293,5.995,8.643,4,2.02,21,11,3,2
g10423,11,5.083,7,8,3,3,12,7,16,2,5,1
g10424,563.683,279.335,373.134,424.36,542.881,1289.389,893.004,573.576,1859.791,327.461,683.295,1003.541
g10425,8.017,9.569,3.119,9.057,3.454,17.13,3.008,5.056,27.211,3.015,4.831,10.27
g10426,25.398,18.254,22.258,30.687,18.227,48.883,26.76,11.234,64.909,18.79,35.468,45.635
g10427,126.864,89.596,110.961,141.941,108.742,154.562,127.783,77.776,463.842,83.619,101.409,107.983
g10428,161,111.001,180.881,133.074,127,179,165,117.001,580.002,93,92,155
g10429,174,140,153,157,143,132.968,79,100,163.973,104,95,71
g1043,7271.804,6281.409,5516.371,8375.046,5304.589,13585.367,6939.227,6102.405,21111.318,5612.629,5631.889,7535.72
g10430,109.417,92.685,113.139,162.231,72.761,118.825,75.536,74.239,382.613,89.264,78.588,158.909
g10431,10,10,3,21,5,89,8,267.987,34,10,7,17
g10432,18,8,17,14,15.005,18,20,16,46,13,10,11
g10433,7,10,7,12.898,7,18,8,5,24.976,5,3,8
g10434,4,1,3,7,13,3,13,6,11,7,3,8
g10435,1727.701,1563.699,1259.837,1879.149,1244.933,2676.647,1391.001,1173.208,3996.161,1057.063,1396.627,2516.768
g10436,75.071,73.039,108.846,115.302,87.149,117.899,92.514,54.511,300.27,59.361,54.849,71.001
g10437,191.929,128.807,248.001,205.785,136.592,293.58,181.247,82.758,479.386,109.978,111.583,153.641
g10438,13.503,4.16,5.384,9.715,2,3.227,4,8.178,20.961,4,4,7.208
g10439,17,8,0,0,0,0,14,25,0,0,9,25
g1044,3990.976,3619.384,3485.462,4615.411,3392.431,7587.877,4272.329,3210.47,13861.627,3213.838,3527.482,5036.881
g10440,57.314,49.116,53.448,48.075,35.268,62.155,49.049,32.961,132.306,34.675,32.182,37.598
g10441,5.804,1.791,7.996,6.21,3.136,7.096,5.849,7.323,17.374,10.443,1.291,8.69
g10442,430.371,366.045,299.043,418.756,303.985,521.5,435.348,337.594,962.48,281,318.74,412.268
g10443,51.469,35.506,231.691,215.008,179.708,176.288,163.554,90.389,109.954,36.457,36.621,50.039
g10444,7,4,2,9,10,6,20,9,29,5,8,7
g10445,1477.905,1025.307,1517.458,1438.903,1097.854,2095.942,1404.874,1003.364,3337.072,932.511,1054.033,1431.35
g10446,7.794,5.913,24.038,11.393,9.492,17.044,13.771,12.542,37.015,5.65,3.424,5.631
g10447,140.889,106.005,98.074,142.486,68.145,119.231,133.05,125,318.238,75,63.582,116.752
g10448,62.985,35,54.999,66.002,51.959,37.005,75,20,196.819,34.015,24,49
g10449,47.951,43.134,28.849,62.443,32.422,47.437,42.353,38.06,107.973,23.317,26.031,53.74
g1045,540.284,400.683,471.828,534.379,393.818,727.564,524.621,398.244,1780.055,356.443,434.02,532.867
g10450,47.358,30.184,40.827,31.817,27.452,42.444,27.369,18.725,125.386,27.898,21.757,24.942
g10451,28,17.004,29.023,31.094,43.05,75.493,18.514,64.993,80.098,17,27,212.152
g10452,23,10,15.999,17.001,15,29,24,15.001,61,11,14.999,19
g10453,11,2,12,9,2,4,9,8,50,14,8,5
g10454,10,2,11,11.982,7,5,11,9,18,4,7,4
g10455,16,5,11,8,10,9.178,4,3,9,12,5,5
g10456,3,5,2,2,3,2,12,11,12,4,4,6
g10457,242.876,163.518,190.901,300.33,198.605,377.339,237.029,166.237,636.637,182.252,156.129,226.007
g10458,1113.514,796.12,1028.938,977.451,730.029,1265.529,1077.36,711.606,2793.434,679.579,690.411,964.839
g10459,211,180,433.598,371.039,365.48,442.338,352,133.998,2013.31,204.843,168.001,268.047
g1046,404.929,308.789,299.756,486.445,352.363,756.061,332.901,333,1109.755,317.868,297.272,486.628
g10460,248.361,178.998,214.424,277.864,170.773,425.096,228.641,233.101,819.582,200.777,169.048,293.84
g10461,10.899,16.079,11.398,0,0,0,2.602,3.149,2.458,0,0,8.348
g10462,99.224,42.903,70.153,135.383,55.381,114.728,85.745,107.326,232.976,64.345,57.218,97.915
g10463,30.511,24.16,37.381,34.618,26.186,28.738,28.837,18.954,66.132,12.25,17.094,28.548
g10464,12,14.095,30.231,35.042,13,18.412,20,9.954,61.157,5,11,9.31
g10465,499,342,397,403,306,602,467,280,1114.08,268,325,497.564
g10466,190.169,135.537,159.698,216.731,143.674,231.256,195.661,160.437,676.328,138.393,123.489,156.279
g10467,42.915,22.482,42.132,26.423,18.031,25.166,32,46.683,110.661,26,15.114,34.77
g10468,20,21,12.003,15,11,16,4,14,34,16,14,13
g10469,17,16,43.518,15,13,39.636,35,11,55.047,9,19.328,14
g1047,19023.442,10807.873,21535.889,20393.669,16720.104,22262.446,16963.221,9885.788,60892.985,9582.814,11053.444,11503.073
g10470,9,7,12,16.977,12,12.999,12,9,43.066,12,4,12
g10471,3,5,8,5,1,1,4,3,8,5,2,2
g10472,13.752,13.337,19.384,21.38,22.663,26.591,16.425,5.952,45.198,9.875,10.985,8.318
g10473,155.478,133.834,167.873,160.145,115.501,190.465,155.483,93.58,466.443,92.066,124.913,173.878
g10474,29,13,14,5,12.526,15,22,10,47,12,12,13
g10475,13.004,6,6,14,7.154,12,4.012,5,14.009,5.411,4.007,8
g10476,11,6,8,4,6,7,3,5,12.01,3,8,0
g10477,136.427,125.358,199.838,202.878,127.119,230.513,140.02,111.129,469.288,129.734,125.55,191.768
g10478,192.5,112.712,151.595,143.193,110.62,146.395,163.8,173.2,442.035,116.802,106,189.103
g10479,9,8,14,12,5,8,13,13.247,24.938,5,8,22
g1048,8451.817,10481.149,9860.197,10233.6,6476.626,15617.041,10374.938,12711.697,25451.214,10556.056,8195.321,13871.807
g10480,30.801,10.256,10,23.289,12.001,28.999,18,15.674,89.959,8,15,22.519
g10481,11,47,6,9,8,12,7,108,11,52.92,2,37
g10482,9,9.01,6,9.077,3,5,13.414,11,22,16,4.039,13
g10483,191.709,121.196,162.752,241.464,137.893,252.926,237.353,136.078,624.372,130.028,140.606,181.13
g10484,19.498,48.487,60.509,58.892,37.042,73.663,35.009,33.057,115.665,34.343,24.564,33.799
g10485,404.841,326.927,296,343.958,321,628.332,384.716,282.988,1092.775,266.959,288,517.219
g10486,0,0,0,0,0,0,2,0,122,0,0,0
g10487,27.015,19.335,22.766,18.958,13.603,34.347,22.02,9.886,112.039,20.931,24.249,20.834
g10488,11.393,9.015,11.996,21.92,15.887,28.196,20,11.124,86.378,12.265,8.301,16.001
g10489,22.8,15.671,20.192,18.133,14.38,27.332,21.374,13.431,71.063,11.001,13.047,20.554
g1049,2413.009,1552.203,2803.581,3312.315,1885.496,2485.232,2110.174,1340.408,6261.507,1330.459,1206.703,1838.311
g10490,9.001,3,11.919,5.144,5.42,8,4,6.013,15,0,6,5
g10491,9,13,0,0,0,0,28,20,0,0,26,11
g10492,1840.076,1715.229,1423.141,2049.618,1365.052,2817.096,1976.073,1419.036,4271.741,1417.005,1412.071,2261.018
g10493,0,0,0,0,0,0,0,0,0,0,0,0
g10494,82.904,67.907,61.123,72.055,50.001,83.529,60.12,59,270.364,66.267,43.344,63.677
g10495,45.228,22.996,33,38.973,24.11,68,22.771,21,127.592,36,34,32
g10496,15,12,35,18,21,30,14,8,68,17,14,9
g10497,4,0,1,1,1,4,0,2,3.526,2,1,7.956
g10498,6,9,2.037,14.905,4.03,8.067,5.001,9,10,8,3,10.14
g10499,25574.373,28209.786,10297.483,11465.053,38910.504,29341.462,32381.488,15693.313,94088.63,21108.202,30097.303,55271.874
g105,2035.607,1541.615,1708.677,2343.625,1524.676,2866.632,1599.164,1358.971,6762.194,1306.872,1336.45,2044.527
g1050,1688.575,1224.639,1315.999,1913.164,1114.29,1980.16,1421.721,1249.077,4226.696,1130.015,843.704,1302.994
g10500,19.923,23.275,24.61,35.254,20.325,36.637,19.029,12.764,0,12.05,22.817,0
g10501,60.682,32.902,177.139,26.182,51.378,63.505,67.63,13.362,76.681,42.479,74.072,51.702
g10502,14.907,10.039,17.066,19.425,21.615,19.251,17.114,11.002,29.004,10.212,7,7.508
g10503,15.033,7.79,8.053,9.034,2.722,7.049,12.96,10,24.945,8.021,3,4.8
g10504,468.191,352.251,456.102,517.376,361.292,593.687,443.709,340.158,1670.627,342.141,345.931,398.148
g10505,522,422,406,597.011,366,606,469,352,1018,309,326,518
g10506,343.944,246.94,278.41,336.123,272.941,488.091,312.39,225.177,866.186,244.866,307.451,399.2
g10507,24.406,18.711,15.051,23.919,10.449,26.589,14.272,13.804,47.177,16.19,7.024,20.704
g10508,5,4,4,1,1,5,7,4,12,4,5,8
g10509,46.544,17.442,26.573,35.304,31.103,42.986,20.977,24.855,97.983,18.988,19,39.328
g1051,2139.011,1445.75,1656.108,1875.283,1405.591,2642.528,2433.705,1587.677,6492.292,1356.863,1742.447,2008.747
g10510,264,1347,285,856.004,673,2069,492,638,1213,1092,554,1782.004
g10511,234.722,337.287,313.511,329.91,267.953,317.732,290.137,253.316,940.062,235.263,242.223,378.848
g10512,228.561,152.979,161.214,203.958,139.2,266.79,198.846,161.57,787.2,173.163,163.179,233.896
g10513,82.423,30.067,35.307,53.207,32.717,50.926,55.997,46.066,207.248,45.439,42.333,63.7
g10514,12.212,10.24,21.319,30.135,16.293,35.003,14.635,11.399,43.395,17.2,11.18,21.306
g10515,51.035,27,16.006,34,28.035,62.085,28,27,69,21,28,37.658
g10516,21.46,18.034,12.944,27.58,10.265,22.235,18.254,13.663,58.976,12.31,3,15.697
g10517,10.128,4.262,16.506,12.323,8.562,5.766,7.897,15.755,33.459,5.875,5.744,5.993
g10518,85.514,61.009,113.453,106.4,57.979,112.567,64.267,64.144,246.815,55.253,47.151,73.105
g10519,61.393,37.253,53.388,59.095,40.299,73.357,86.297,52.059,138.036,38.971,29.128,1411.963
g1052,2292.579,1977.123,1894.298,2911.32,1528.915,2374.783,1993.596,1724.042,6331.978,1908.382,1557.43,2489.147
g10520,39.66,18.998,20.75,29.456,38.903,55.128,48.999,35,92.531,23.001,27.002,44
g10521,14,17,14.93,9,8,8.893,22.016,4,46,5,12.894,8.431
g10523,1,0,0,0,0,0,0,0,1,0,0,0
g10524,2,6,4,8,2,6,5,4,12,6,6,8
g10525,151.492,70.981,228.491,162.001,115.796,157.673,339.627,175.01,1487.474,49.119,215.297,262.609
g10526,413.349,261,407,308,321.687,499,396,207,1209,235,348,355
g10527,67.848,93.641,74,115.741,58.891,156.505,71.643,134.621,225.094,68.661,48.627,95.732
g10528,11.966,8.434,11.713,8.139,8.801,8.508,6.211,2.304,22.939,3.329,1.098,10.784
g10529,16,11,15.47,13,9,15,17.995,7,71.439,9,9.479,8
g1053,2575.916,2057.354,2409.582,3422.627,2145.081,3686.972,2502.534,1965.853,8321.428,1779.561,1761.488,2660.32
