gene_id,sample4,sample5,sample6,sample7,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20
g46366,99.769,62.323,99.418,80.901,50.914,70.52,69.822,38,189.6,48.574,43.338,48.988
g46367,50.901,39.783,33.358,44.829,21.881,35.827,42.373,50.66,76.721,38.019,21.256,37.501
g46368,0,0,0,4.875,5.564,2.435,0,0,5.574,0,3.677,0
g46369,2.757,5.675,3.061,4.889,2.012,9.204,3.458,2.735,15.102,4,0,3.781
g4637,720.413,543.611,746.12,916.255,545.066,988.174,604.133,511.516,1975.906,423.868,467.92,707.824
g46370,8.751,2,6.14,7.154,6.664,8.941,4.742,4,8.976,0,1.448,4.077
g46371,3.323,1.103,1.093,1.006,1.081,0,6.002,2.007,7.041,3,0,1.006
g46372,5.234,2.956,12.071,6.079,7.345,6.004,1.049,4.991,5.416,4.63,0,4.173
g46373,4,0,4,2.233,3,1.003,2,0,16.013,2,1,2
g46374,0,2,0,0,0,3,0,6,0,6,0,6
g46375,0,0,2.286,0,0,1,0,0,5.348,2.637,2,2
g46376,0,0,2.001,0,0,2,4.795,0,5.052,1,0,1
g46377,1.821,0,0,2,0,0,1.002,0,2,0,0,1.346
g46378,0.99,1,2.529,0,0,0,0.722,0,2.59,1.504,0,0
g46379,1.995,0,2,0,1,0,0,3,3,1.003,0.86,0
g4638,885.621,696.465,773.453,718.954,722.196,952.304,857.477,465.478,2394.949,487.345,628.87,1015.102
g46380,2.067,0,0,0,0,1.001,2,0,2,0,2,3
g46381,0,0,5.939,0,0,0,0,1.976,1.437,1,0,0
g46382,1,1.096,1,0,1.191,0,2,0,5.063,1,0,1
g46383,0,0,0,0,2,1.811,0,0,0,1,0,0
g46384,1,1.007,0,1.526,1,0,1,1,3.937,0,0,3
g46385,1,0,0,1,0,1,2,2.009,4,0,2,0
g46386,0,0,1,0,0,0,0,0,0,0,0,0
g46387,0,1,1,1.993,2,0,2.002,1,3.072,0,0,0
g46388,2.404,0,0,0,0,0,1,1,2.003,1.015,0,0
g46389,1,0,2.99,0,1.338,0,0,1,7.08,0,0,0
g4639,391.121,280,431,512.005,268.613,491.427,347.968,263.614,1330.796,283.715,239.999,319
g46390,0,1,0,2,2.123,0,1.008,1,3,0,0,0
g46391,0,0,1,1,0,0,2,1,7,2,0,1
g46392,0,1,1,1.975,1,0,0,0,3,1,1,1
g46393,0,1,0,0,0,2,0,1,5,1,1,1
g46394,0,1,2,0,2,0,3,0,6,0,0,1
g46395,0,1,3,0,0,1.984,0,0,2,0,1,0
g46396,4,0,2,0,0,1,3,1,2,0,0,0
g46397,1,0,1,0,0,0,1,0,0,1,1,2
g46398,2,0,2,0,0,2.009,0,1,1.004,0,0,0
g46399,0,0,0,1,0,0,1,0,6.971,1,0,1
g464,1730.717,1365.564,1397.392,2114.318,1329.186,2251.007,1545.97,1374.284,5971.671,1166.439,1068.348,1592.214
g4640,503.852,633.208,544.977,783.038,435.969,889.451,571.979,626.978,1504.712,561.885,395,727.224
g46400,2,0,1,1,2,1,0,0,3,3,1,1
g46401,0,0,0,0,0,0,1,0,3,0,0,1
g46402,2,1,2,0,0,1,0,0,1,2,2,0
g46403,0,1,0,0,0,1,0,0,2,1,1,0
g46404,5,1,3,0,1,1,1,0,6,0,1,0
g46405,1,0,1,0,1,1,0,0,3.056,1,1,1
g46406,0.998,0,2,0,1,0,1,0,0,1,2,0
g46407,0,1,0,0,1,0,2,0,4,0,1,0
g46408,2,0,3,0,0,2,0,1,1,1,0,1
g46409,1,0,2,0,0,1,0,1,2,0,0,0
g4641,12,20,14.051,16,19.798,13.372,9,9,19.306,6.172,8.259,4.216
g46410,1,0,1,0,0,0,0,1,3.209,0,0,0
g46411,3,1,0,2,1,0,2,1,2,0,2,1
g46412,0,1,2,3,1,1,0,2,3,0,0,0
g46413,0,1,1,2,1,1,0,1,6,0,1,0
g46414,2,1,0,0,0,0,0,1,0.989,0,0,0
g46415,2,2,0,0,0,4,1,0,0,1,0,0
g46416,0,0,0,0,0,0,0,1.066,5.999,1,0,1
g46417,0,0,1,2,0,1,0,0,2,2,2,0
g46418,2,1,0,1,0,0,1,4,0,0,3,2
g46419,1,1,0,1,1,2,1,2.99,1,1,0,0
g4642,1145.967,832.999,995.397,1202.242,841.043,1389.001,1104,776,3258.383,700,727.005,931.001
g46420,0,1,0,0,0,0,2,1.025,2,0,1,0
g46421,0,1,2,0,1,0,1,0,6,1,0,0
g46422,0,0,0,2,0,0,1,2,5.896,1.787,0,0
g46423,0,1,0,1.876,2,0,1,0,4,0,0,0
g46424,0,0,0,1,0,4,2,1,1,1,0,0
g46425,0,0,1,1,1,0,0,1,2,0,3,2
g46426,0,1,0,1,2,1,2,1,2,0,1,0
g46427,0,0,0,0,0,0,0,0,0,1,1,0
g46428,1.551,0,0,5,0,1,1,0,4,0,0,0
g46429,1,1,1,0,0,2,0,0,2,2,1,0
g4643,236.835,151.385,139.798,260.63,150.018,224.57,216.313,237.565,580.339,180.732,117.004,251.247
g46430,0,1,0,1,0,1,0,1,2,0,0,0
g46431,0,1,1,1,0,0,1,0,3,0,0,0
g46432,1,2,2,0,0,1,2,0,0,1,0,0
g46433,0,0,1,0,1,3,0,0,1,0,0,1.028
g46434,1,0,1.422,0,0,2,0,0,3,0,2,1
g46435,0,1,0,0,0,0,1,0,3,0,0,2
g46436,0,0,0,1,1,1,0,0,1.002,1,0,3
g46437,0,2,2,0,2,0,1,0,0,0,0,2
g46438,0,0,0,0,0,0,0,0,0,0,0,0
g46439,0,0,3,0,1,1,0,1,2,0,1,0
g4644,1352.809,987.001,1150.32,1595.042,996.868,2563.506,1262.532,986.747,4255.614,1009.806,848.336,1261.439
g46440,2,0,4,1,0,0,0,0,1,0,1,1
g46441,0,0,2,1,0,1,0,1,0,1,1,0
g46442,1,1,1.974,1,0,0,0,2,3,0,1,0
g46443,0,1,1,0,1,0,0,1,3,0,0,0
g46444,0,0,0,1,2,0,1,2,2,2,0,0
g46445,0,1,0,0,1,0,1,2,3,1,0,1
g46446,0,0,4,0,1,3,0,0,0,1,0,0
g46447,2,1,0,0,0,0,1,0,1,3,2,0
g46448,0,0,1,3,0,0,2,0,0,1,0,0
g46449,0,1,1,2,0,0,0,0,0,1,0,0
g4645,1315.886,1131.912,1094.852,1499.191,994.427,1989.149,1358.576,1030.015,3663.254,941.455,967.711,1596.522
g46450,1,0,1,1,2,1,0,0,1,1,0,0
g46451,0,1,0,0,0,2,0,2,2.992,0,0,0
g46452,0,0,1,0,0,0,0,0,3,0,1,0
g46453,1,0,0,0,2,0,0,0,0,0,0,0
g46454,0,0,2,0,1,0,0,1,0,0,0,1
g46455,0,0,0,0,0,0,0,0,0,0,0,0
g46456,0,0,0,2,0,0,1,1,1,0,0,1
g46457,1,1,0,3,0,0,0,2,1,0,0,2
g46458,1,1,0,0,0,1,0,0,1,2,0,0
g46459,2,0,1,1,1,0,0,0,1,0,1,0.998
g4646,444.151,331.906,494.462,578.453,369.118,594.827,415.554,283.438,1478.842,320.317,311.493,482.23
g46460,1,2,0,0,0,0,0,0,1,0,0,0
g46461,1.005,0,0,1,0,1,0,0,0,0,1,0
g46462,1,0,1,2,0,0,0,0,2,0,1,0
g46463,1,1,0,0,0,0,1,0,0,0,2,0
g46464,0,0,3,0,0,0,0,0,3,0,0,0
g46465,0,0,1,0,0,0,3,0,0,0,1,1
g46466,2,0,0,0,0,0,1,1,1,0,1,0
g46467,1,1,0,0,0,0,0,0,0,0,0,0
g46468,1,0,0,0,0,0,0,1,1,0,0,2
g46469,7.036,4.161,9.294,6.422,6.237,16.064,7.02,5.216,10.332,5.685,9.061,3.055
g4647,908.225,871.982,660.896,1116.001,674.694,1495.966,715.001,783,2293.836,720.901,566,893.885
g46470,4.47,1.253,6.667,3.975,1,2.18,8.138,5.769,9.975,2.274,3.96,1.141
g46471,31.091,23.024,7.853,28.615,17.741,24.181,29.483,31.446,90.051,20.469,19.978,23.62
g46472,3.205,2,1.359,4.013,1.001,3.999,3.401,3.827,11.129,3.224,0.982,4.043
g46473,35.564,24.124,46.716,32.609,43.477,47.053,37.704,23.78,125.591,24.414,21.895,42.253
g46474,2.006,0,1,0,1.033,3,0,0,2,0,2.304,0
g46475,23.172,24.849,17.13,22.252,8.827,21.091,17.476,23.342,79.773,18.107,7.566,16.354
g46476,16.03,7.914,20.93,16.558,10.888,8.903,17.883,4.952,42.172,19.256,18.015,26.365
g46477,0,0,1.046,0,0,2.232,0,0,3.189,0,0,0
g46478,3.042,4.689,2.184,8.949,3.042,4.541,3.078,7.779,20.871,3.66,3.346,11.47
g46479,3.024,3.681,2,6.844,2.004,2.994,2.293,1.999,9.766,2,1.024,6.724
g4648,685.676,474.855,711.169,716.112,457.256,796.603,652.781,367.404,2140.151,432.153,483.329,641.037
g46480,3.606,3.13,6.952,5.107,4.305,6.847,6.989,2.563,13.622,2.712,1.983,3.535
g46481,0,1.718,1.007,0,0,0,0,0,3.642,0,0,0
g46482,1.572,0,1,3.407,4.16,2.882,1.996,2.981,5.956,0.97,2.982,0
g46483,4,0,3,0,0,3,2,1,9.001,1,3.007,1
g46484,5,1,3,7,4,0,9,7,15,5,4,4
g46485,0,2,0,0,0,0,0,1,3.01,0,0,0
g46486,1,1,1,3,0,2,2,0,5,0,3.805,2
g46487,5,0,0,4,2,2,3,0,9,1,1,3
g46488,0,0,0,0,0,0,0,0,0,0,0,0
g46489,7,2,8,6.006,3,2,1,1,29,3.025,2,2
g4649,843.105,458.151,563.173,636.01,401.175,661.515,767.707,636.476,2096.911,466.69,457.619,681.144
g46490,2,1,3,1,2,2,0,3,6,2,2,2.972
g46491,2,1,1,0,0,0,0.985,1,6,2,1,2
g46492,0,0,0,0,0,0,0,0,0,19,0,0
g46493,3,1,3,1,0,1,0,0,3,0,1,2
g46494,1,0,0,1,2,2,3,0,2,1,0,2
g46495,1,0,0,4,1,1,3.157,0,1,0,2,0
g46496,1,0,1,2,0,0,1,1,3,1,1,0
g46497,3,1,0,0,1,1,0,2,2,0,0,1
g46498,1,0,0,1,1,0,2,2,3,2,0,0
g46499,0,1,0,3,0,0,0,1,5,0,1,0
g465,1205,890.378,1049,1365,826,1631,1220.638,946,3593.005,812.714,766.009,1077.14
g4650,360.17,254.551,259.625,384.366,274.672,444.399,378.837,369.326,981.89,289.121,237.659,362.604
g46500,2,1,0,1,1.991,3.032,2,0,0,0,1,0
g46501,2,2,0,1,0,1,0,1,1,2,1,0
g46502,2,0,0,1,0,0,1,0,4.06,0,0,1
g46503,1,1,0,2,1,2.657,2,0,0,0,1,1
g46504,0,0,0,0,1,2,0,4,7,0,0,0
g46505,0,2,1,3,0,2,0,0,1.001,0.997,1,0
g46506,0,1,0,1,0,0,1,0,2,2,1,3
g46507,1,0,2,1,0,1,2,0,1,1,0,0
g46508,0,1.001,0,1,0,2,0,1,5,1,0,1
g46509,1,3,0,0,1,1,0,0,4,0,0,1
g4651,449,274,209.963,356,206.673,400,368,357.431,867,242,227,405
g46510,1,0,0,0,1,2,1,0,2.956,1,0,2
g46511,1,0,0,2,1,0,0,1,4,2,1,1
g46512,2,3,0,0,0,0,2,3,0,0,1,4
g46513,2,0,1,0,2,3,3,1,1,1,0,0
g46514,0,0,3,0,0,4,2,1,2,0,0,0
g46515,0,0,1,0.768,2,1,1,0,2,2,0,1
g46516,0,0,0,0,0,0,0,0,0,0,0,0
g46517,2,0,0,0,1,0,0,0,1.812,0,0,1
g46518,2,1,0,2,0,1,0,1,1.999,1,1,0
g46519,1,0,0,0,0,2,1,0,3,1,2,0
g4652,1836.553,987.573,1478.819,1996.13,1163.605,2107.891,1602.306,995.628,4051.666,877.79,1689.65,2369.869
g46520,1,0,0,2,0,1,0,1,0,0,0,0
g46521,1,0,0,0,1,0,0,0,5,0,2,1.02
g46522,1,0,3,2,0,0,0,1,3,0,0,1
g46523,0,2,1,1,0,0,1,0,3,1,1,1
g46524,1,0.994,0,1,1,0,2,0,3.784,1,0,0
g46525,1,3,2,2,0,0,1,2.982,2,1,0,0
g46526,2,0,1.808,1,0,1,0,1,0,1,0,0
g46527,2,1,0,0,0,0,2,5,0,0,1,0
g46528,3,3,1,1,0,0,1,0,0,0,3,0
g46529,0,0,0,0,0,2,0,0,3,2,0,1.002
g4653,163.068,100.74,122.004,153.508,110.893,204.747,135.044,85.215,485.399,95.125,97.172,169.852
g46530,1,1,2,0,0,0,1,0,2,2,1,0
g46531,0,0,3,0,0,1,1,1,6,0,0,3
g46532,0,2,0,0,0,0,2,1,0,0,2,0.837
g46533,1,0,1,1,3,1,1,1,1,1,0,1
g46534,3,0,1,0,0,1,0,0,3,0,1,0
g46535,1.646,0,1,0,0,1,2,0,1.973,1,0,0
g46536,1,0,1,1,0,0,0,1,7,1,0,0
g46537,1,0,0,0,2,0,1,0,4,1,0,0
g46538,2,1,0,0,2,0,2,1,2,0,1,0
g46539,1,3,0,1,2,1,0,0,1,0,0,1
g4654,196.491,252.256,208.231,296.391,210.689,444.351,220.081,196.08,624.056,185.596,176.323,303.675
g46540,1,0,1,1,0,0,1,0,0,0,0,0
g46541,0,0,1,1,1,0,1,2,2,0,2,1
g46542,1,0,0,0,0,0,1,1,0,0,2,0
g46543,1,0,0,1,1,0.958,0,0,2,0,1,0
g46544,1,1,2,0,1,0,1,1,2,0,0,1
g46545,0,1,1,0,0,0,1,3,2,0,0,0
g46546,0.999,0,1,0,2,0,0,1,3,1,1,1
g46547,1,0,0,0,5,1,0,1,0,0,0,1
g46548,1,0,0,1,1,1,0,2,0,1,0,0
g46549,0,1,0,0,0,0,0,0,1,0,0,1
g4655,201.001,327.91,165.852,382.332,236.197,613.791,247.093,230.372,622.395,245.415,229.874,413.12
g46550,3,1,0,1,0,0,2,1,0,0,0,0
g46551,1,1,2,0,0,0,0,0,2,0,0,0
g46552,0,0,0,1,0,0,0,2,2,0,0,0
g46553,0,1,0,0,0,1,1,0,3,1,0,0
g46554,0,0,0,1,1,0,0,0,3,0,0,1
g46555,1,0,1,0,1,0,0,0,1,0,0,0
g46556,3,0,0,0,0,0,0,2,0,0,0,1
g46557,2,1,0,0,1,0,0,1,2,0,1,0
g46558,0,0,1,1,1,0,0,0,1,0,0,2
g46559,0,0,0,0,0,1,0,0,0,0,1,0
g4656,67,49.875,71,92,89.057,122,70.003,32.025,209.162,56,92.031,78
g46560,0,0,1,0,1,1,0,0,4,1,0,1
g46561,2,0,0,0,0,1,1,0,3,1,0,0
g46562,0,0,1,2,0,0,0,1,0,0,0,0
g46563,0,0,2,2,0,0,0,0,2,0,0,0
g46564,0,0,0,0,0,3,0,0,0,0,0,0
g46565,0,0,0,0,0,0,0,0,1,2,0,0
g46566,0,1,0,0,0,0,1,0,0,0,0,0
g46567,0,0,1,0,0,0,1,0,0,0,0,0
g46568,4634.187,3345.069,5133.407,5280.281,3503.282,6805.588,5330.073,3703.264,12564.253,3029.311,2863.046,3545.19
g46569,0,0,1.86,1.874,0,1.868,0,1.921,5.002,0,0,0
g4657,10648.391,7726.782,9308.885,9267.967,5620.847,11170.222,11642.544,8158.389,25582.687,5955.636,5957.01,7441.944
g46570,21.32,14.123,27.372,23.973,23.201,24.786,27.074,13.342,99.644,21.549,9.704,23.498
g46571,113.221,73.639,113.733,71.126,75.193,63.669,93.083,60.65,254.291,67.875,68.763,79.033
g46572,41.315,16.769,27.828,51.312,22.88,20.796,26.802,13.139,73.576,16.885,11.029,30.082
g46573,2.947,0,3,1.349,0,0.909,0,2,4.89,2,0,1
g46574,2,2,2,1,0,0,2,1,0,0,0,1
g46575,56.434,49.237,24.102,47.472,32.093,103.471,34.592,47.996,124.429,38.961,30.445,43.09
g46576,2.429,0,1.964,0,0,1.412,0,0,3.279,0,0,0
g46577,5.331,7.422,3.777,4.858,5.358,0,2.632,5.783,12.049,8.931,2.073,5.497
g46579,18.434,11.078,13.313,8.37,9.216,20.102,16.926,13.235,61.267,7.279,11.002,15.176
g4658,1248.623,1024.739,1248.844,1253.707,1223.215,1868.407,1332.372,867.656,4203.594,821.564,1079.739,1186.598
g46580,0,2.647,2.622,5.144,1.978,0,0,4.345,4.288,0,0,3.72
g46581,2.365,4.977,4.666,7.328,9.055,16.057,5.965,0.872,16.888,0,1.995,8.001
g46583,4.001,1.015,1.718,1.995,5.508,2.025,3.146,4.995,6.506,4.181,9.647,4.024
g46584,0,1.835,2,0,0,5,0,1.673,3.511,0,1.548,0
g46585,0,1.072,0,1.088,2.099,0,1,0,3.273,0,1,1
g46586,6.168,5.693,2.393,1.544,2,2.24,1.038,0,2.986,1.4,2,3.25
g46587,3,6,4,9,2,2,8,1,11,1,3,5
g46588,0,0,0,0,1.937,0,0,1.996,3.77,1,3,1
g46589,0,0,0,0,0,0,0,0,0,0,0,0
g4659,2098.841,1571.368,1927.154,2350.411,1512.03,2514.458,1977.076,1524.024,4835.307,1348.716,1170.715,1594.96
g46590,0,1,0,2,0,2,2,1,4,0.939,0,1
g46591,1.011,2,0,0,0,1,0,0,1,1,0.956,1.964
g46592,0.851,0,2,1.164,0,1.026,1.205,0,1,2,0,0
g46593,3.001,0,0,2,3.786,2,2,0,7.02,2,0,1
g46594,0,0,1,1,0,2.728,1,0,13.12,0,2,3
g46595,1.001,3,3,1,1,0,0,1,4.017,0,0,3
g46596,0,1,2,2,0,1,0,1,1,2,2,1.346
g46597,1.019,0,0,0,0,0,1.24,0,6.724,0,0,1.041
g46598,2.004,1,0,2,0,0,1,0,5.612,2,1.195,1
g46599,2,0,0,0,1,0,0,0,2.838,0,0,0
g466,1004.701,635.184,491.639,1019.355,591.474,867.554,776.962,830.524,2150.98,590.929,476.003,1085.115
g4660,4041.317,3372.906,3366.415,4282.141,2765.81,4658.824,4200.263,3037.824,10776.507,3387.53,2752.341,4085.671
g46600,1,0,3,2.901,0,2,0,0,4,0,3,2
g46601,3,0,0,2,1,1,2,0,1,3,1,1
g46602,0,2,2.033,0,0,1,0,2,1.999,0,0,2
g46603,2.314,0,1,0,1.005,1,1.615,0,1.002,2,0,0
g46604,0,0,1,1,1.004,3,0,2,1,1,2,2.001
g46605,2,1,3,1,2,4,1,1,2,1,4,3
g46606,0,0,1,2.003,0,2,0,0,0,0,1,0
g46607,2.028,1,1.028,0,0,0,2.029,0,4.002,0,0,0
g46608,1,0,0,3,1,2,3,1,2,0,0,1
g46609,0,0.998,1,2,1,0,1,0,1.443,2,1,0
g4661,972.893,768.341,353.26,267.063,753.718,1406.683,644.014,443.242,1292.946,294.579,573.329,717.433
g46610,0,1,0,0,0,1,5,0,4,0,0,1
g46611,1,0,1,4,0,0,0,0,4,0,2,1
g46612,0,0,2,0,0,0,1,1,3.004,0,2,2
g46613,0,0,0,4,2,0,2,0,3,0.992,1,0
g46614,3.102,1,0,2,2,2,1,1,5,0,1,0
g46615,0,1,1,4,1,0,1,1,4,1,0,1
g46616,3,3.003,0,0,0,0,1,5,0,0,0,0
g46617,0,1,1,0,2,0,2.495,1,2,0,0,0
g46618,0,0,0,2,2,0,0,1,3.173,0,0,0
g46619,0,0,0,0,0,1.465,0,0,0,1,0,0
g4662,2020.016,1520.012,2234.975,2299.983,1798.997,2576.996,2119,1244,6135.215,1198.965,1257.924,1681.994
g46620,0,0,0,0,0,0,0,0,0,0,0,0
g46621,2,0,0,3,0,1,0,1,4,0,1,1
g46622,1,1,0,2,2,0,0,1,1,2,1,1
g46623,1,0,0,1,0,0,0,1,3,0,0,1
g46624,1,0,0,0,0,1,1,0,5.824,0,1,0
g46625,0,1,0,0,0,0,3,0,7,0,1,0
g46626,0,3,0,0,0,0,2,2,0,0,0,4
g46627,1,0,0,2,0,1,0,1,5,0,0,1
g46628,1.212,0,1.711,0,2,0,0,2,1.001,0,0,0
g46629,0,0,0,0,0,0,1,0,0,0,0,0
g4663,831.002,645.997,1032.391,917.273,615.15,1270.007,949.13,630.85,2082.833,498.809,613.005,805.473
g46630,1,1,1,1,3,0,1,1,2,0,0,1
g46631,1,0,2,0,0,1,2,0.816,0,1,0,1
g46632,1,1,1,0,2.021,1,1,3,1,0,0,3
g46633,1,0,0,0,1,0,1,1,2,0,0,1
g46634,1,2,0,2,0,1,0,0,5,1,0,1
g46635,0,0,0,1,0,0,2,0,4,0,0,0
g46636,0,1,0,1,2,0,1,0,6,0,1,0
g46637,0,0,2,0,2,0,0,0,1,2,1,2
g46638,4,1,0,2,1,0,0,2,1,0,1,2
g46639,0,2,0,1.856,1,1,2,1,1,0,0,1
g4664,479.055,384.363,394.725,524.682,364.931,702.981,483.192,344.062,1268.807,310,336.967,434.587
g46640,1,1,1,3,1,0,2,0,1,0,1,0
g46641,0,0,0,1,0,1,1,1,6.995,0,1,1
g46642,0,1,0,2,1,0,0,0,0,1,1,2
g46643,0,0,0,1,0,0,0,0,3,1,1,0
g46644,0,0,0,2,1,1,0,0,2.131,0,0,0
g46645,0,0,2,0,0,1,0,1,1,1,1,1
g46646,0,0,1,0,0,1,2,1,5,2,1,0
g46647,1,1,0,0,3,1,1,2,1,0,0,0
g46648,1,0,0,2,0,2,3,2,3,0,1,0
g46649,0,2,1,0,4,0,0,1,1,1,0,0
g4665,257,203,203.978,296.861,181,391,256,171,811.693,156,158,211
g46650,1,2,0,0,0,0,2,2,0,0,4,1
g46651,3,0,0,1,0,2,0,0,1,0,1,0
g46652,0,3,0,1,0,2,1,0,4,0,3,0
g46653,0,1,1,0,0,1,0,0,0,1,0,1.002
g46654,1,0,1,2,2.904,0,2,2,2,0,0,0.998
g46655,1,2,1,0,1,1,0,0,2,0,0,1
g46656,0,0,0,0,0,2.387,3,1.989,1,0,1,2
g46657,0,0,0,0,0,0,0,0,0,0,0,0
g46658,2,1,2,1,3,2,1,0,1,1,0,0
g46659,3,0,1,2,0,1,0,1,1,0,0,0
g4666,207.814,144.755,136.227,152.049,124.294,148.978,188.015,181.352,527.783,144.231,114.301,204
g46660,2,0,1,0,0,0,1,1,1,0,0,0
g46661,0,1,0,0,0,0,0,0,2.001,0,0,0
g46662,0,0,1,1,1,0,1,0,1,1,0,0
g46663,0,0,0,0,0,0,0,2,1,0,0,3
g46664,1,0,0,0,1,0,1,1,3,0,1,0
g46665,2,0,2,0,1,0,0,0,1,0,1,0
g46666,1,1,0,0,2,0,0,1,5,0,0,1
g46667,0,0,0,0,1,0,0,0,7,0,0,2
g46668,1,0,0,0,1,1,1,0,1,0,0,1
g46669,1,0,0,0,0,0,0,0,2,0,0,0
g4667,2661.367,3180.188,2313.287,4270.618,2645.611,4876.465,3120.741,2400.886,8184.794,2360.081,2312.418,3874.279
g46670,0,0,0,0,0,0,0,0,2,2,0,0
g46671,1,0,1,0,0,0,0,2,1,0,1,1
g46672,0,0,0,0,1,2,0,0,1,1,0,0
g46673,1,1,2,0,2,0,0,0,1,0,0,0
g46674,1,0,0,0,0,0,0,5,0,0,0,2
g46675,1,0,1,0,0,1,2,1,1,1,0,0
g46676,1,0,0,0,2,0,2,0,0,0,1,1
g46677,0,0,0,0,0,0,2.923,1,0,0,1,2
g46678,1,0,2,0,0,0,0,3,1,0,0,0
g46679,0,0,0,0,1,0,2,0,1,0,0,3
g4668,1551.791,1389.01,1226.959,1352,813,1518,1174.801,580,5995.687,731,1253.001,2194
g46680,0,0,0,0,3,1,0,0,1,0,0,1
g46681,0,0,0,1,0,1,0,0,0,0,0,2
g46682,0,0,0,1,1,1,0,0,2,0,1,1
g46683,0,0,0,0,0,0,0,0,0,1,0,0
g46684,0,1,0,0,0,0,0,0,2,0,1,0
g46685,1,0,1,0,0,0,0,0,1,0,0,0
g46686,0,0,0,0,0,0,0,1,0,0,0,3
g46687,0,0,1,0,0,0,0,0,3,1,0,0
g46688,0,0,0,0,0,0,1,0,0,0,0,0
g46689,28.064,22.088,21.853,25.941,35.152,44.053,23.459,30.094,75.472,18.186,17.931,28.583
g4669,536.226,287.904,530.727,416.861,372.483,455.493,411.237,284.014,1198.552,226.629,293,373.488
g46690,0,1,4.392,1,2.007,2,3,2.031,5.145,2,0,2.07
g46691,0,0,0,0,0,0,0,0,0,0,0,1.823
g46692,0,2,0,2,0,0,0,0,0,0,0,2
g46693,8,6.071,3,10.02,4,7.94,7,4,10.091,6.53,4,5.289
g46694,5.964,9.978,8.564,9.052,3.535,11.603,1.172,3.84,15.367,7.28,10.147,17.698
g46695,3.868,3.391,7.512,17.467,5.941,8.431,3.965,3.758,14.536,1.184,11.96,1.17
g46696,4.509,3.858,9.047,4.626,3.676,10.083,4.676,3.002,18.337,3,3.05,4.706
g46697,1.536,1.032,0,0,0,0,0,0,0,2.873,0,0
g46698,3.746,0,2,1.099,0,0,0,0,2.054,1.435,3,0
g46699,0.983,1.275,0,0,3.841,0,1,2.89,0,0,0,0.975
g467,6597.058,5241.999,5851.009,7192.042,5143.71,8805.819,6611.984,4554.997,17794.191,4524,4403.191,6723.073
g4670,172.672,140.648,133.249,193.78,160.674,249.608,150.486,152.675,527.218,142.44,98.45,168.34
g46700,1.985,2,2,2,1,4,2,2,7,2.486,0,2
g46701,1,0,3,2,0,2,0,0,1,1,0,1
g46702,2,2,1,3,0,0,1,2,4,1,1,0
g46703,0,1.001,6,1,0,0.992,2.002,0,0,0,1,0
g46704,1,3,2.24,0,0,0.992,0,1,2,0,3,0
g46705,2,0,1.998,0,1,1,0,0,4,0,1,0
g46706,1,1,0,0,2,4,3,4,4,2,1,0
g46707,3,0,1,0,1,3.488,1,0,3,0,1,1
g46708,2,1,1,0,0,3.037,2,1,6,0,1.001,2
g46709,0,3,1,1,1,0,3,2,1,0,0,1
g4671,888.948,606.119,793.432,853.596,659.625,1229.755,880.57,577.886,2284.72,531.836,623.884,758.429
g46710,1,0,3,2,1,2,0,0,6,2,0,0
g46711,2,2,2,0,1,1,0,3,3,0,1,0
g46712,2,2,1,2,4,0,2.182,2,1,0,3,0
g46713,0,0,1,0,0,0,2,1,5,0,1,2.82
g46714,2,0,2,7,0,0,0,1,2,1,0,2
g46715,1,0,0,1,1,0,6,2,0,1,0,1
g46716,0,0,2,0,4,4,3,0,1,3,0,1
g46717,0,0,0,1,0,0,1,1.011,0,0,1,0
g46718,0,0,1,0,0,0,1,0,0,0,3,0
g46719,0,0,1.016,0,0,2,2,0,2.031,1,2,0
g4672,819.183,626.096,851.452,1012.932,603.856,1082.472,997.727,687.753,2532.506,563.533,648.928,966.774
g46720,0,0,0,0,1,1,2,0,2,0,0,2.001
g46721,0,2,0,1,2,1,0,2,4,0,2,1
g46722,3,0,3,1,1,0,2,0,2,0,0,0
g46723,1.786,0,0,0,0,0,0,0,0,0,0,0
g46724,0,0,1,2,2,1,2,0,2,1,0,0
g46725,0,1,0,0,1,1,1,1,2,0,0,2
g46726,1,0,0,1,1,4,1,0,5,0,1,0
g46727,3,1,1,0,0,0,2,0,1,1,0,1
g46728,1,3,0,0,0,0,0,2,0,0,1,1
g46729,0,4,0,0,1,0,0,0,1,1,1,1
g4673,480.203,381.92,428.793,566.554,340.501,488.664,455.271,397.251,1159.138,327.214,260.489,429.725
g46730,1,0,2,2,0,0,0,0,3.998,0,0,1.001
g46731,0,0,0,1,0,2,1.003,1,3,1,0,4
g46732,3,1,0,1,1,1,0,2,0,0,0,0
g46733,3,1,0,0,0,0,0,3,0,0,2,0
g46734,2,0,0,2,0,1,2,1,1,2,0,0
g46735,0,0,3,3,0,3,0,2,2,2,2,0
g46736,0,0,3,0,0,0,0,2,3,1,0,0
g46737,0,0,0,0,0,0,1.023,1,3.043,3,0,0
g46738,2,0,0,0,0,1,1,0,3,0,0,2
g46739,0,0,0,0,0,0,0,0,0,0,0,0
g4674,4452.336,7684.457,4751.072,9046.174,4193.93,6022.278,3746.803,5348.049,13640.21,5842.768,3251.93,8001.063
g46740,0,2.944,0,0,0,0,0,4,0,0,1.78,3
g46741,2,0,0,1,0,1,0,0,3,0,0,0
