gene_id,sample1,sample2,sample3,sample4,sample6,sample8,sample9,sample10,sample11,sample12,sample13,sample15,sample17,sample19
g7140,2069.425,3984.75,3734.824,2031.63,2205.901,1852.434,2298.924,2106.931,1454.935,2089.863,1210.56,1584.135,2264.755,1425.748
g7141,245.343,226.51,327.342,289.143,211.878,370.981,293.972,259.682,235.962,281.535,238.092,251.855,954.535,225.475
g7142,150.191,190.783,196,164,129.012,146.207,179,148.225,125.613,178.88,107,138.047,420.075,113
g7143,28,25,28,19,14,29,26,21,13,37,16,35,44,8
g7144,0,0,0,0,0,0,0,0,0,254,0,0,0,0
g7145,41.209,142.958,24.033,16.159,26.985,50.984,45.727,37.927,35.428,28.969,25.272,21.448,83.884,10.65
g7146,48.316,61.595,29.583,48.621,40.432,61.665,35.987,50.953,42.466,54.105,35.319,31.542,123.674,24.952
g7147,1366.762,1449.99,1762.118,1027.964,1026.461,1054.972,1451.804,1024.149,885.463,1467.469,914,1164.77,2624.51,948.53
g7148,345,482,546,534.767,380,448,455,361,387,518.063,287,408,1051,294
g7149,253,245,358.177,131,141,284,251.003,185,143,169,115,160,420,207
g715,1015.474,1133.869,1236.028,1031.811,911.478,1124.037,1068.886,919.896,849.879,1020.117,801.713,953.892,3175.33,627.651
g7150,0,0,0,0,1,801,0,1,0,0,0,0,0,0
g7151,44.088,35,0,21,0,36,0,0,0,0,0,25,0,31
g7152,8877.577,10510.861,11849.666,9595.174,8391.513,8714.476,12130.689,8456.029,8261.878,11844.883,6604.029,9469.871,26417.994,6150.733
g7153,158.383,170.637,212.086,161.254,150.703,151.381,175.171,143.584,130.846,172.481,115.106,159.442,612.095,129.666
g7154,252.201,283.995,287.982,350.644,202.991,234.476,241.59,277.098,231.233,285.389,231.043,289.497,1166.712,163.197
g7155,1029.006,1253.037,1355.254,1052.725,849.054,1060.665,1120.785,1033.506,984,1225.808,634.911,1186.643,2824.885,707.054
g7156,53,45,52,73,50,48,37,52,43,66,36,51,195.225,18
g7157,18.799,20.078,37.719,30.064,22.527,43.119,59.545,35.436,32.938,38.911,23.008,34.792,81.735,24.008
g7158,12,69.514,56,33.003,73.011,33,43.048,25,13,21,20,29.011,85.178,17.001
g7159,12.396,22.706,16.996,24.73,7.033,13.338,9,11.998,10,10.001,15,12,35.489,9
g716,12540.941,13798.786,15525.975,13529.052,16597.315,15506.348,15801.106,14806.152,11497.938,15335.304,9748.242,12106.139,30430.133,8283.298
g7160,10,4,13,5,9,15,20.005,5.155,4,12,7,7.006,19.017,5
g7161,2048.919,2796.553,3100.092,2254.765,1724.277,1821.375,2128.683,2101.456,2135.126,2231.614,1870.148,2204.491,6846.562,1604.792
g7162,715.933,1497.988,1449.879,323.629,1436.593,758.387,1069.959,428.932,1323.074,1479.353,424.627,1999.287,2529.851,519.259
g7163,21,35,42,26,25,33,45,38,35,31,37.999,24,104.006,18
g7164,1063.012,1204.315,1673.327,1398.774,975.906,1327.483,1502.067,1055.374,1165.86,1541.117,811.123,1220.37,3779.454,837.171
g7165,465.222,523,525,586.234,360,528,505.002,486,403,560,424,507.127,1927.33,333
g7166,21.809,18.641,19.149,18.409,22.185,26.783,26.018,17.306,13.531,24.032,13.908,15.52,38.738,14.965
g7167,310.928,290.506,319.184,275.683,246.424,325.597,291.546,208.051,232.493,253.93,234.482,287.135,822.99,184.196
g7168,352.484,362.175,556.513,445.704,384.919,480.065,446.29,422.786,376.249,544.608,292.081,411.887,1287.049,305.932
g7169,1786.232,2723,2964.869,2152.018,1959,2032.993,2218,1722.009,1631,2294.599,1596,1716.974,4973,1433
g717,3668.868,4115.715,4834.632,4859.886,3242.678,4649.807,4511.029,3888.414,4275.784,4795.417,2968.806,5051.688,12797.568,2560.86
g7170,33.979,44.997,65.927,21.341,28,35.916,37,21,27,39.994,22,26,90.313,23.05
g7171,3242.675,4166.165,5549.996,3714.595,3378.592,3159.456,5145.605,3083.057,3408.728,4576.737,2655.361,3284.742,7936.562,2528.38
g7172,34.6,54.939,71.928,41.181,43.705,50.617,45.493,23.648,35.666,65,33.001,53.999,126.493,60.074
g7173,9.139,23.907,14,16,10,16,9,10.031,15,15,7,19,30,6
g7174,804.027,1001.019,1054.123,804.382,801.001,810.735,893.976,745.797,695.923,897.465,556.74,798.437,1850.265,569.674
g7175,2069.164,2718.265,3238.034,2157.436,2352.495,2541.964,2755.34,2258.04,1856.797,2891.977,1861.046,2175.267,6448.387,1668.526
g7176,32.387,38.651,81.6,58.543,51.819,93.52,84.322,77.175,52.114,98.722,54.723,71.104,154.115,41.616
g7177,390.183,494.276,426.159,410.166,282.971,416.566,389.157,329.291,361.981,362.576,286.7,400.542,1224.448,232.107
g7178,46.276,65.511,0,37.689,0,36,0,0,0,0,0,21.017,1,17
g7179,13,12,14,16,6,8,11,11,12,8,11,4,10,9
g718,2605.451,3298.14,3380.802,2744.06,2256.433,2642.572,3035.768,2526.943,2285.895,3172.727,1895,2257.6,7271.3,1593.005
g7180,307.592,419.511,417,386.992,332,445.013,390.957,449.091,349,462,241,316.244,891.122,193
g7181,342.64,426.752,409.627,354.416,335.216,333.796,380.4,302.572,280.088,339.474,242.723,265.186,949.649,216.085
g7182,232.266,274.522,367.62,207.997,236.758,257.786,264.978,220.746,175.825,272.582,146.572,225.486,648.639,132.738
g7183,29.626,20.542,19.532,22.872,8.19,29.763,27.083,8.84,9.421,13.587,16.292,5.628,36.973,5.399
g7184,41,84,0,31,0,30,0,0,0,0,0,17,0,24
g7185,0,0,0,0,0,0,0,0,0,0,274.431,0,0,0
g7186,374,395.562,585.673,358,315.183,398,462.568,318.096,300.56,482,300.918,397.244,1015.957,237.584
g7187,16.166,18.017,19.131,12,17.197,12.56,16,17.681,15,13.444,12.167,10.335,78.276,12.1
g7188,1373,1641.175,1673.421,1551.401,1395.392,1497,1772,1390.511,1320,1706.35,1038.055,1452.799,3884.064,964
g7189,1336.07,1526.88,1741.495,1465.041,1316.055,1311.044,1547.836,1300.492,1271.071,1727.593,1049.694,1566.847,3334.419,958.102
g719,842.999,933.01,1073.039,905.098,727.303,1009.952,946.995,777.96,714.921,631.896,636,905.932,2425.085,550.715
g7190,380.559,342.795,526.208,482.394,351.565,465.086,472.938,439.675,344.057,538.32,345.993,411.419,1335.317,314.571
g7191,10,21,34.489,22,17,37.579,29.617,30.501,29.425,56.19,29.954,34.999,107.543,24.542
g7192,1649.076,2040.94,2242.391,2038.073,1630.125,2053.576,2298.777,1794.4,1578.467,2165.161,1464.142,1750.189,5612.045,1281.711
g7193,441.226,595.012,592.041,423.497,427.268,538.179,452.447,433.377,386.616,483.01,282.238,371.045,1226.633,264.952
g7194,22,9.021,16.001,19,15,23,37.746,15.012,17,20,13,13,32.867,5
g7195,35.924,50.31,46.456,46.29,40.377,54.986,61.126,51.472,41.584,62.901,30.336,44.041,153.666,21.81
g7196,69,102.45,103.198,110.121,84.97,91,100,85.942,70.67,113.736,67.959,113.999,225.374,70.867
g7197,390,529,542,453,377,434,527,412,435,565,297,401,1053,290
g7199,562.281,717.826,820.5,401.762,499.866,796.29,693.342,519.132,429.054,636.046,419.483,447.635,1730.392,367.911
g72,709.069,802.695,824.084,686.792,642.308,805.92,711.738,634.488,600.677,669.159,548.21,620.367,2474.041,386.623
g720,15568.342,17195.028,19222.711,16401.878,16606.198,17806.057,21824.485,16874.896,13868.817,19562.703,11842.937,14621.86,42212.918,10147.65
g7200,314.909,297.833,550.947,427.535,466.453,500.152,481.381,376.634,249.023,507.892,224.819,429.848,1284.095,226.024
g7201,153.906,162.753,291.985,203.653,168.972,235.482,285.399,164.814,168.109,276.169,119.501,169.157,687.156,163.903
g7202,53.086,90.915,73.694,32.202,34.995,28.858,50.113,33.071,39.417,42.115,39.078,51.871,151.464,13.158
g7203,711.927,863.916,1479.898,1079.387,672.034,556.334,1281.772,574.553,756.335,947.337,543.568,656.103,2500.215,934.278
g7204,11,15,16,16.919,11,11,18,11,14,21,11.016,7,53.779,9
g7205,10,4,13.078,8,7,17,13,17,9,11.999,9,12.882,34,8
g7206,118,258,0,66,0,79,0,0,0,0,0,58,0,92
g7207,18,31,1,29,0,27,0,0,0,0,0,5,0,17
g7208,1436.764,1804.22,2165.217,1541.506,1075.849,1155.595,1761.1,1068.353,1381.56,1675.251,1058.825,1598.843,3205.114,1111.633
g7209,921.269,994.013,1127.053,1397.975,870.714,1166.848,1112.317,1104.746,944.352,1291.136,886.346,1075.353,3910.751,818.583
g721,989,1264.98,1567,1545,1038,1176,1487,1189,1132.964,1399,727.002,1238,3803,869
g7210,995.314,1208.614,1316.332,1123.63,795.979,1061.453,1149.464,1014.891,921.897,1197.516,720.614,1058.371,2700.958,692.95
g7211,374.903,518.64,496.523,423.947,484.106,414.118,356.049,221.192,424.937,336.95,326.112,289.4,1059.596,337.812
g7212,865.274,1069.983,1078.96,809.707,734.759,1088.291,918.41,745.069,749.628,859.503,615.654,778.948,2368.727,600.036
g7213,126.27,137.634,231.48,148.023,144.241,177.994,169,176.369,138.895,201.048,101.003,162.022,439.687,111.963
g7214,325.338,507.068,296.41,132.455,132.979,328.244,172.676,135.791,135.666,256.904,103.816,157.187,297.364,162.602
g7215,80.064,105,0,29,0,31,0,0,0,0,0,9,0,15
g7216,407.883,302.326,299.443,2686.598,706,1090.868,7996.939,1285.905,8148.072,512.145,4504.757,655.572,14716.456,548
g7217,371.555,388.49,500.627,375.291,234.414,296.792,335.139,565.836,357.302,432.437,180.006,455.789,949.498,265.349
g7218,7,12,11,6,11,10,7,8,6,13,10,3,7.022,4
g7219,2.006,3.019,8.045,14.143,6.035,3.021,86.235,8.036,141.669,2.005,93.409,4.02,302.075,1.002
g722,7786.697,8528.826,9132.465,8259.992,8207.29,10074.606,10331.593,8157.546,6868.036,9878.846,6271.334,7160.332,22023.998,4574.906
g7220,374.451,515.642,727.657,617.269,442.958,445.363,664.349,511.262,547.538,606.244,339.021,498.399,1666.322,381.416
g7221,75.189,63.294,50.864,49.084,65.075,69.781,79.8,57.928,46.805,60.968,42.784,33.648,206.496,26.462
g7222,4,0,4,3,1,3,3,3,2,4,0,6,13,2
g7223,49.006,0,1,0,0,0,0,14,0,34,0,0,0,46
g7224,13,6,13,12,13,10,5,20,10,15,9,7,23,3
g7225,1269.727,1093.567,1771.095,1025.417,1123.63,1949.099,1248.355,379.001,1274.401,585.6,717.153,971.198,1304.125,688.403
g7226,394.811,499.833,436.133,373.093,307.104,344.161,346.935,314.253,295.305,376.493,271.492,349.663,1278.664,252.873
g7227,25.004,59.806,46.981,42.08,45.997,55.937,57,85.035,47,41,33.402,33,183.021,30
g7228,1456.196,1452.851,1333.172,1367.843,1034.665,833.002,1570.286,949.414,1409.629,1363.982,1125.108,1314.193,5027.635,1210.208
g7229,881.936,909.519,4942.007,126.797,870.726,389.898,422.213,113.391,142.877,1019.642,270.121,309.517,280.375,597.587
g723,1172.691,1386.167,1490.236,1170.866,1078.075,1237.767,1378.989,1072.268,984.122,1117.447,1022.754,1065.361,3996.664,766.045
g7230,178.345,144.371,281.299,238.865,220.156,286.618,277.617,233.247,165.801,357.248,133.634,229.265,600.973,135.905
g7231,137.002,127,165,179.001,146,150,131,125.074,134.266,227,88,166.125,503.003,122.004
g7232,78.463,67.499,89.507,84.061,70.896,102.326,56.978,72.895,77.254,101.785,59.953,80.532,332.281,39.839
g7233,569.934,500.199,652.611,756.155,614.634,822.425,904.753,501.208,519.491,762.83,427.01,625.43,2137.743,364.708
g7234,10,20,21,17.577,15,17,15,18,14,17,12,19,28.011,15.938
g7235,369.003,410.041,409.172,463.403,496.999,450.692,454.902,542.222,365.976,548.773,423.593,460.454,1377.085,223.791
g7236,348.165,422.864,461.194,376.636,243.258,355.007,360.904,292.084,259.877,308.035,217.643,315.78,750.194,262.001
g7237,54.552,55.025,28.428,25.893,119.159,23.301,47.838,11,15.124,22.942,16.025,112.687,164.071,50.97
g7238,108,144.76,165.183,58.343,112.697,177.918,118,90,84.355,115.569,88,108.527,310.591,65.036
g7239,19,6,20,11,17,22,36.001,22.007,10,11.024,8,30,40,11
g724,1160.097,1608.339,1461.25,1450.295,1013.549,1335.844,1520.693,1358.703,1055.912,1412.318,904.499,1161.406,3429.265,819.837
g7241,205.129,380.157,564.747,215.519,152.71,316.28,245.437,80.252,139.364,411.573,122.442,179.208,566.405,216.58
g7242,27,30,50,35.147,25,22,22,37,29,35,14,22,43,14
g7243,11,13,12,4,12,9,11,12,13,5,9,8,12,5
g7244,2635.992,2269.161,2549.72,3075.136,3031.178,2526.744,3475.273,3211.545,1899.324,3427.759,2042.129,2365.143,10068.157,1434.121
g7245,56.355,42.421,38.709,26.296,24.781,37.826,47.864,20.653,33.652,56.38,21.733,26.896,86.426,26.864
g7246,397.001,352.97,367.584,237.963,417.97,388.61,447.859,328.916,261,427.749,262.073,365.99,797.202,304.954
g7247,114.354,132.624,67.46,98.299,119.804,155.068,141.558,87.518,78.035,114.037,75.868,100.638,202.16,41.458
g7248,82.565,92.551,58.807,64.813,60.392,107.727,63.891,69.539,53.826,63.242,68.768,57.241,198.951,30.648
g7249,438.011,466.041,575,457.999,556,547,509,459,445.011,517,313,452.999,1244,298.001
g725,3940,4782.288,4538.907,3755.999,3314.941,4039,3853.117,3487.644,3243.766,3624.522,2975.61,3573.724,12075.337,2433.003
g7250,461.162,482.135,655.847,504.056,402.824,533.025,610.063,471.531,446.499,477.366,362.178,534.776,1354.6,301.244
g7251,1412.447,1218.296,1890.34,2690.986,1582.57,2207.088,2121.111,1981.035,1204.436,1984.048,965.403,1389.527,4621.905,946.729
g7252,977,1280.592,1255.932,780.66,668.999,880.62,1118.23,836.002,676.715,831.964,574.001,718.39,2020.959,454.888
g7253,12,4,10,4,6,10,7,6,4,5,3,15,24,5
g7254,96,76,276.133,120,78,54,77,131,63,82,60,289,154,159
g7255,726,1212.07,1360.626,1098.553,1110.004,989.362,1410.388,1382.051,1148.482,1124.597,946.425,934.37,4029.987,700.364
g7257,77.757,121.185,119.388,128.309,107.996,107.212,125.88,88.148,89.079,140.878,67.033,100.283,330.256,60.102
g7258,123.353,127.283,180.171,226.838,101.731,136,136.246,156.008,144.993,187.061,110,175.316,459.169,105.299
g7259,66.419,68.145,107.059,105.831,64.026,90.045,68.423,57.816,78.994,85.695,38.754,80.839,224.141,56.411
g726,1361.154,1561.018,1909.395,1509.022,1459.112,1885.039,1823.764,1606.198,1276.457,1730.58,1015.314,1460.972,4704.51,812.985
g7260,50.318,51.95,65.954,45.349,44.256,55.871,50.93,52.783,57.55,68.065,26.462,51.519,146.781,35.412
g7261,85,73,84,107,84,77,112.332,116,76,90,70,61,227,61
g7262,13.341,37.006,33.69,12.596,15.931,17.906,29.902,12.086,25.557,21.412,19.43,18.335,65.826,11.451
g7263,8,3,11.406,13.001,21,11.002,18,12,8,15.003,16,14,33,5.008
g7264,268.003,556,775,372,475,347.773,802,387.963,306,436,214.902,344,794,293
g7265,43.097,21.54,49.409,37.072,49.055,65.247,62.312,49.807,33.037,60.415,32.274,27.541,144.252,36.285
g7266,33.667,61.261,26.886,55.103,24.167,39.255,22.41,36.616,41.225,20.721,28.173,38.838,108.379,15.839
g7267,42,69,0,24,0,40,0,0,0,0,0,16,0,34
g7268,2342.386,2535.59,2582.21,2769.576,3058.311,3454.392,3140.714,3260.938,2180.917,3706.254,1732.187,1973.098,7054.278,2007.455
g727,373.545,279.137,399.522,445.538,349.355,450.675,585.187,254.313,387.991,501.054,289.475,322.573,851.28,531.72
g7270,1580.96,1594.12,1836.633,1740.193,1249.75,1692.125,1989.377,1652.089,1207.017,1945.607,1158.961,1274.811,4890.899,953.826
g7271,31.79,45.281,30.004,12.877,20.001,17.607,42.375,16.913,22.945,20.76,20.04,12.018,59.585,6.975
g7272,130.442,250.778,331.781,261.181,227.181,180.674,227.08,138.468,140.655,155.638,155.819,162.78,731.773,77.746
g7273,16.051,26.316,30.205,18.69,26.233,36.673,24.244,19.122,18.774,23.432,12.455,19.884,39.358,11.358
g7274,0,0,545.514,1,0,0,0,1,0,0,0,0,0,0
g7275,24.296,16.591,20,16.343,28.515,31,25.005,18.993,20.479,27,14.104,17,62,13
g7276,105.301,87.774,146.007,117.403,142.851,259.44,128.331,179.537,88.167,134.884,97.373,81.32,265.579,64.21
g7277,611.739,793.548,819.978,562.3,495.636,567.053,680.618,528.666,520.018,624.771,486.892,573.602,1647.665,370.256
g7278,472.549,610.736,667.404,528.878,340.963,507.632,596.509,436.129,411.359,781.428,385.262,439.335,1315.354,366.606
g7279,333.033,406.517,449,374,358,395.753,430,402,342,505.892,290,345.998,1127.732,269
g728,1787.435,2318.015,2402.758,2201.772,1782.384,2214.822,2047.479,1889.831,1694.032,2114.342,1537.403,2037.078,6009.239,1271.648
g7280,137.862,153.986,207.699,142.688,172.15,179.399,155.47,169.85,108.981,180.832,123.14,134.776,368.341,103.601
g7281,53.833,67.747,82.444,58.054,43.955,115.109,79.722,52.363,55.055,57.223,47.961,61.998,154.02,36.396
g7282,44,53,0,38,0,46,0,0,0,0,0,27.054,0,23.518
g7283,1460.985,1421.001,2071.104,1641.038,1412.987,1611.962,1889.987,1535.989,1435.806,1829.783,1073.509,1413.008,3696.493,1016.97
g7284,92,123.496,97,66,80.244,93,200,86,94.031,87.383,48,86.167,249.09,63
g7285,55,42,57,81,52,47,45,56,43,44,28,38,172.775,26
g7286,88.577,87.38,164.109,101.787,66.099,66.159,154.164,78.147,129,81.579,62.594,71.817,196.916,77
g7287,10,18,20,10,15,17.997,15,14,8,16,6,11,28.034,9
g7288,90.81,90.381,77.206,81.579,94.368,103.618,149.709,80.968,39.39,99.927,42.399,78.757,164.181,42.403
g7289,985.565,1222.489,1186.153,1271.772,844.114,1191.199,1096.768,1089.513,1055.556,1270.547,780.133,1152.481,4375.677,820.182
g729,0,0,0,3,3,3,1,1,5272.982,1,16,1,105,0
g7290,54.854,76.787,174.277,66.455,62.425,76.742,64.502,59.432,64.821,72.899,52.107,78.272,190.659,23.643
g7291,208.009,171.999,282,212,214,207.234,278,172.676,172,249,124,152.833,436,121
g7292,69.381,70.513,68.625,62.338,71.989,90.906,89.586,71.086,45.303,76.618,62.923,52.779,251.925,37.729
g7293,65.865,73.495,98.007,88.666,51.449,113.142,64.757,67.555,61.745,82.396,47.187,70.07,220.942,43.039
g7294,42.857,67.929,71.359,39.654,24.868,43.937,72.919,40.251,39.355,37.406,34.719,35.901,140.943,31.8
g7295,1060,1454.038,1582,1145,879,991,1135,909,987,1328,854,1075,2910.192,786
g7296,609.675,613.224,661.957,389.955,289.421,433.133,518.015,402.167,435.615,463.981,388.073,394.085,1038.362,278.743
g7297,169.973,237.364,364.35,270.057,316.224,323.659,350.269,326.769,236.593,481.435,200.472,273.927,945.283,175.578
g7298,22.306,10,30,20,17,27,19.05,28,22,15,23.807,23,43.031,4
g7299,1156.18,1057.189,997.994,568.812,271.885,1026.592,667.426,633.152,270.789,275.776,229.291,720.997,832.475,696.051
g73,1872.774,2546.445,2392.44,2095.367,1694,2432.063,2291.362,1937.891,1878.733,2463.378,1462.466,1859.497,6608.122,1383.334
g730,912.083,977.099,1311.779,1210.166,1161.946,1280.069,1192.389,1314.886,1013.36,1501.482,839.432,974.954,3762.84,694.061
g7300,102.783,141.482,100.954,155.718,85.639,100.33,73.279,75.128,102.505,80.746,92.631,130.937,289.464,62.314
g7301,76.05,117.095,95.933,65.712,62.878,90.819,99.357,89.638,88,88.805,97.4,74.666,262.643,50.624
g7302,108.461,92.507,146.192,78.605,129.568,104.547,121.533,79.517,69.98,73.985,38.91,45.205,208.343,34.232
g7303,85,89.127,110.451,52.999,53.173,57,88.809,34.999,48,94.994,46.185,84.075,148.06,49.994
g7304,38.029,48.052,22.801,33.45,38.259,22.198,33.534,40.611,38.8,40.906,38.188,33.699,136.669,36.331
g7305,141.776,212.924,230.338,189.079,111.278,133.506,151.063,148.506,127.239,146.389,116.138,133.455,372.353,85.289
g7306,117.431,100.633,71.234,74.227,65.161,77.33,104.264,76.382,80.008,101.546,61.332,64.575,266.786,58.719
g7307,54.488,76.581,98.909,42.691,65.308,58.537,84.655,59.569,33.15,43.413,41.981,58.639,124.617,26.95
g7308,8,8.022,13.009,14,18,14.727,20.008,9.001,11.001,16.006,6.958,9.042,38.622,11
g7309,1161.974,1263.198,1353.485,1063.691,1144.67,1190,1292.563,1020.305,979.006,1306.574,701.931,1118.142,3311.906,820.888
g731,587.4,760.01,851.374,666,673.052,786.078,735.275,641.057,578.138,702.434,454.786,749.977,2151.222,442.153
g7310,479.244,589.266,616.134,566.237,413.258,501.437,609.25,473.072,411.143,555.391,367.517,404.488,1466.437,286.547
g7311,2569.171,2673.708,3155.382,1556.997,1773.556,1736.398,2727.091,1753.677,1255.989,2134.147,1265.364,1739.52,4055.445,1445.393
g7312,28,22,35.417,25,17,28.141,46.099,36,24,63.982,19,31,100.342,21
g7313,463.972,476.87,535.74,420.601,449.676,520.073,466.019,502.869,352.814,515.947,304,338.203,980.021,262.948
g7314,27,20,32,30,24.019,22,28,29,21,16,23,33,67,19
g7315,31.61,23.817,34.779,27.242,24.679,19.251,20.284,20.281,14.464,44.545,7.475,30.002,75.052,11.835
g7316,4,58,66.864,24,22.065,24.124,48,23.384,29.317,27.97,39.684,18.298,98.606,40.761
g7317,17880.229,19586.402,21433.89,9571.847,11573.499,12095.632,19706.93,12108.101,11093.952,19252.943,12141.091,14061.923,33116.037,12212.582
g7318,60.525,50.012,66.973,72.033,77.644,109.469,97.779,85.462,84.253,125.655,42.116,104.103,234.103,44.893
g7319,91.873,38.032,77.961,28,21.292,33.807,99,26.211,36.449,51.645,77.71,84.298,87.027,38.946
g732,1021.394,1131.871,1433.89,1118.739,1207.446,1462.985,1384.275,1189.974,994.127,1469.669,803.662,1161.343,4030.911,649.806
g7320,1130.965,1394.024,1479.646,1310.225,1101.999,1212.088,1238.003,1051.999,1024.03,1371,874.019,1183,3192.036,803.651
g7321,111.986,108,141,138.884,103,163.319,124,135,130.717,159.644,85,117.639,529.311,88.852
g7322,9,6,13,11,16,11,17,13,6,11,9,8.002,26,5
g7323,504.505,613.169,951.151,584.719,524.331,786.091,978.646,777.815,694.706,926.501,501.025,768.458,1347.468,454.018
